Date,BND,DIA,DIV,FTNT,GDX,IYR,SPY,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,^IXIC
2015-07-01 00:00:00-04:00,65.41976165771484,149.24957275390625,15.502592086791992,8.255999565124512,16.093538284301758,55.927162170410156,179.5728302001953,41.31983947753906,52.806678771972656,17.157705307006836,46.7201042175293,37.535011291503906,39.00699234008789,32.11116027832031,65.85404205322266,70.3358154296875,5013.1201171875
2015-07-02 00:00:00-04:00,65.58148956298828,148.9551544189453,15.573186874389648,8.246000289916992,16.41950798034668,56.05077362060547,179.4083709716797,41.192474365234375,53.041542053222656,17.08144760131836,46.63410949707031,37.58905029296875,38.97462844848633,32.51149368286133,65.54750061035156,70.19942474365234,5009.2099609375
2015-07-06 00:00:00-04:00,65.80789947509766,148.64389038085938,15.602608680725098,7.99399995803833,16.624401092529297,56.305721282958984,178.89779663085938,40.85281753540039,52.34408187866211,17.01212501525879,46.45353317260742,37.435951232910156,38.942264556884766,32.64237594604492,65.52120971679688,70.06302642822266,4991.93994140625
2015-07-07 00:00:00-04:00,65.87258911132812,149.4430694580078,15.784987449645996,8.121999740600586,15.814139366149902,57.171024322509766,180.02285766601562,40.716941833496094,52.82091522216797,17.04679298400879,46.8318977355957,37.489986419677734,39.7432861328125,33.45074462890625,65.8365249633789,70.67227935791016,4997.4599609375
2015-07-08 00:00:00-04:00,66.0586166381836,147.23046875,15.626140594482422,8.11400032043457,15.70237922668457,56.869720458984375,177.00259399414062,39.82533264160156,51.75339126586914,16.74869728088379,45.989166259765625,36.87761306762695,39.298282623291016,33.2736701965332,64.70669555664062,69.32647705078125,4909.759765625
2015-07-09 00:00:00-04:00,65.84027099609375,147.4491729736328,15.549664497375488,8.276000022888184,15.767569541931152,56.599308013916016,177.32276916503906,39.9442253112793,52.0167121887207,16.880414962768555,46.10095977783203,36.73352813720703,39.33064651489258,32.90413284301758,65.05701446533203,69.61744689941406,4922.39990234375
2015-07-10 00:00:00-04:00,65.53299713134766,149.25799560546875,15.690855026245117,8.289999961853027,15.599929809570312,56.993324279785156,179.55551147460938,40.504661560058594,52.301387786865234,17.08144760131836,46.58251953125,37.31887435913086,39.79182434082031,33.08120346069336,65.93285369873047,70.62678527832031,4997.7001953125
2015-07-13 00:00:00-04:00,65.37932586669922,151.1005096435547,15.749692916870117,8.302000045776367,15.646493911743164,57.07831573486328,181.537353515625,40.94622802734375,52.67145919799805,17.289424896240234,47.09848403930664,37.88622283935547,40.16401290893555,33.096595764160156,66.49336242675781,71.6452407836914,5071.509765625
2015-07-14 00:00:00-04:00,65.50064086914062,151.71470642089844,15.790873527526855,8.522000312805176,15.544048309326172,57.232826232910156,182.32479858398438,41.17548370361328,53.048648834228516,17.33101463317871,47.22746276855469,38.03032302856445,40.2287483215332,33.0504035949707,67.1590576171875,71.73616790771484,5104.89013671875
2015-07-15 00:00:00-04:00,65.68660736083984,151.72312927246094,15.690855026245117,8.428000450134277,15.190138816833496,57.28691864013672,182.26426696777344,40.85281753540039,52.11635208129883,17.476598739624023,47.02967834472656,38.03931427001953,40.123565673828125,33.21207809448242,67.24661254882812,71.66341400146484,5098.93994140625
2015-07-16 00:00:00-04:00,65.68660736083984,152.3372039794922,15.849705696105957,8.552000045776367,15.041125297546387,57.69638442993164,183.72679138183594,40.750911712646484,52.18752670288086,17.649911880493164,47.24466323852539,38.52560806274414,40.53620147705078,33.704795837402344,67.56190490722656,72.09988403320312,5163.18017578125
2015-07-17 00:00:00-04:00,65.69474029541016,152.03570556640625,15.720269203186035,8.482000350952148,14.361248016357422,57.472328186035156,183.882568359375,40.470699310302734,51.55412292480469,17.601381301879883,47.22746276855469,39.11997604370117,40.511924743652344,33.37374496459961,67.41300964355469,71.97260284423828,5210.14013671875
2015-07-20 00:00:00-04:00,65.60578155517578,152.16195678710938,15.602608680725098,8.479999542236328,12.815225601196289,57.57277297973633,183.97775268554688,40.13103103637695,50.87091827392578,17.622180938720703,47.23605728149414,39.327110290527344,40.58475112915039,33.204376220703125,67.63198852539062,72.00897979736328,5218.85986328125
2015-07-21 00:00:00-04:00,65.72706604003906,150.71368408203125,15.508475303649902,8.592000007629395,13.150506973266602,57.36415481567383,183.25082397460938,39.88478088378906,50.89225387573242,17.601381301879883,46.728694915771484,39.065956115722656,40.48766326904297,32.90413284301758,67.3342056274414,71.78162384033203,5208.1201171875
2015-07-22 00:00:00-04:00,65.75130462646484,150.14944458007812,15.379040718078613,8.460000038146973,13.11325454711914,57.52640151977539,182.92193603515625,39.71495056152344,50.47946548461914,17.733102798461914,46.52232360839844,38.435569763183594,40.57667541503906,33.0504035949707,67.48310089111328,72.1271743774414,5171.77001953125
2015-07-23 00:00:00-04:00,65.90494537353516,149.1893768310547,15.22607707977295,9.366000175476074,12.68483829498291,57.1169548034668,181.89212036132812,39.13752365112305,50.43678665161133,17.580583572387695,46.09236145019531,38.354522705078125,40.422935485839844,32.55768966674805,67.23784637451172,71.6998062133789,5146.41015625
2015-07-24 00:00:00-04:00,65.94535064697266,147.8083038330078,15.120172500610352,9.597999572753906,13.11325454711914,57.13239669799805,180.00550842285156,38.27988052368164,49.46891403198242,17.41421127319336,45.490413665771484,38.14738845825195,40.196380615234375,32.58848571777344,65.55624389648438,71.6998062133789,5088.6298828125
2015-07-27 00:00:00-04:00,66.07475280761719,146.7219696044922,15.155474662780762,9.420000076293945,12.63827133178711,57.25599670410156,178.95835876464844,37.85530090332031,48.75722122192383,17.289424896240234,45.26681900024414,37.80517578125,40.172115325927734,33.00421142578125,65.49490356445312,71.16331481933594,5039.77978515625
2015-07-28 00:00:00-04:00,65.96155548095703,148.30519104003906,15.302560806274414,9.423999786376953,12.750030517578125,57.36415481567383,181.15650939941406,38.64501190185547,50.15211486816406,17.358753204345703,46.143959045410156,38.14738845825195,40.625213623046875,33.15818786621094,66.67729187011719,71.7179946899414,5089.2099609375
2015-07-29 00:00:00-04:00,65.90494537353516,149.2735595703125,15.437868118286133,9.472000122070312,13.0108060836792,57.657745361328125,182.40272521972656,38.92524337768555,50.8353271484375,17.532060623168945,46.711509704589844,38.3995475769043,40.762760162353516,33.2813720703125,66.7911605834961,72.45454406738281,5111.72998046875
2015-07-30 00:00:00-04:00,65.9291763305664,149.2399444580078,15.420221328735352,9.515999794006348,12.535822868347168,57.44142532348633,182.4459991455078,39.12053298950195,50.47946548461914,17.532060623168945,46.668514251708984,38.471588134765625,40.625213623046875,33.52772903442383,66.69483184814453,72.71820068359375,5128.77978515625
