Date,CorporateBonds,Dow_Jones,SP500,Materials,Technology,Discretionary,EBIT,Dow_Jones (t-3),Gold (t-6),Financials (t-5),Healthcare (t-3),Healthcare (t-4),NASDAQ (t-1),NASDAQ (t-3),15-Year Mortgage Rate (t-4),GDP (t-5),Debt Service vs Disposable Income (t-6),3m5y (t-6),5y10y (t-4),NASDAQ
2004-03-28,0.0,0.002551517848729201,-0.00027034107401313623,0.0070530353954307845,0.012657659362424134,0.0038535924637028707,0.0,0.0012259160791152635,0.0,-0.001007050889025085,0.010220558888379028,-0.00031966444674658145,-0.02230026764405091,0.008774206119272154,0.004106776180698102,0.0,0.0,-0.0013716108452949682,-0.029223227752639358,-0.0061126817812084955
2004-04-04,0.0,0.027006012529457113,0.03251386744484308,0.04124544053766144,0.04400026360256515,0.029430300495950634,0.0014364983023902322,-0.03484007178154236,0.0,0.0036955340702369277,-0.04362934791582096,0.010220558888379028,-0.0061126817812084955,-0.030718452193057355,-0.002044989775051076,0.0,0.0,-0.00906631489513926,-0.01480015082956232,0.003994747931428233
2004-04-11,0.0,-0.0025724536888108718,-0.0023549665244267937,-0.0156946784668488,-0.006226048010745,-0.00559338878951654,0.0,-0.004326524081073813,0.0,0.019410345991342837,-0.01970860882297698,-0.04362934791582096,0.003994747931428233,-0.02230026764405091,-0.038934426229508046,0.0,0.0,-0.00906631489513926,0.00480769230769218,-0.014959712370934408
2004-04-18,0.0,0.0002809503936314073,-0.0047215346007922765,0.007213498732471679,-0.031807786488881606,-0.0034374045678772225,0.0,0.002551517848729201,0.0,-0.029217900262255236,-0.005071331006695434,-0.01970860882297698,-0.014959712370934408,-0.0061126817812084955,0.0,0.0,0.0,-0.04205607476635531,0.0,-0.027834016523091365
2004-04-25,0.0,0.002483907505864691,0.004655785673308044,0.00021421349517419808,0.0007713285862708807,0.011602511873922472,0.0,0.027006012529457113,0.0,-0.0046496780320314235,0.03635761448945907,-0.005071331006695434,-0.027834016523091365,0.003994747931428233,0.002132196162046851,0.0,0.0,0.02259887005649719,-0.009523809523809268,-0.0003806684674701466
2004-05-02,0.0,-0.024494296717461395,-0.02973048818816293,-0.021651063665069137,0.022090383821704695,-0.026968554980590143,0.0,-0.0025724536888108718,0.0,-0.011262546612661573,-0.003278648038873011,0.03635761448945907,-0.0003806684674701466,-0.014959712370934408,0.015959715102299987,0.0,0.0,0.02511158972438121,-0.0384615384615381,0.012966055324446446
2004-05-09,0.0,-0.011724437127063059,-0.009012145504380786,-0.011594481342897422,0.001588459185468849,-0.0334498630033111,0.0,0.0002809503936314073,0.0,0.021746389260482557,0.03552620487425884,-0.003278648038873011,0.012966055324446446,-0.027834016523091365,0.02563580452127656,0.015881984463050003,0.0,0.02511158972438121,-0.010000000000000675,-0.004144384350942165
2004-05-16,0.0,-0.006920206707564658,0.0007275845701366634,0.013328092902220146,-0.007653405611048325,0.0023071277160215953,0.0,0.002483907505864691,0.0,-0.0023650554140731694,-0.004129580479466433,0.03552620487425884,-0.004144384350942165,-0.0003806684674701466,0.012654233389101321,0.0,-0.005231466573687671,0.03426670015067801,-0.010050505050505254,-0.007148199762626151
2004-05-23,0.0,-0.003502371958313155,-0.0020902847801893554,0.00945343003735477,0.006169356331471532,0.002630705432126401,0.0,-0.024494296717461395,0.0,-0.022349123178369235,-0.015629699276544562,-0.004129580479466433,-0.007148199762626151,0.012966055324446446,0.003824091778202643,0.0,0.0,0.040909090909090784,-0.0050505050505049165,0.004117088523204693
2004-05-30,0.0,0.02384734489533713,0.027775242394403987,0.04315918683575104,0.02963786537601676,0.03607751092977951,0.0,-0.011724437127063059,0.0,-0.008659765710780754,0.006480543732426236,-0.015629699276544562,0.004117088523204693,-0.004144384350942165,0.01904761904761898,0.0,0.0,0.040909090909090784,0.0,0.03904106278913333
2004-06-06,0.0,0.004697009660561635,0.0010637255094159137,-0.01014816840756072,-0.010421897254793588,0.0006332062237330849,0.0,-0.006920206707564658,0.0,-0.01747094688630979,-0.011590463615152813,0.006480543732426236,0.03904106278913333,-0.007148199762626151,0.02073876279483755,0.0,0.0,0.019230769230769162,0.0,-0.0040870950185231125
2004-06-13,0.0,0.015489185749755219,0.012125844485099568,0.014195641499031186,0.0225679705251296,0.013919252718548547,0.0,-0.003502371958313155,0.0,-0.023470439417849542,-0.01758956665505096,-0.011590463615152813,-0.0040870950185231125,0.004117088523204693,0.0068443239003986855,0.0,0.0,0.019230769230769162,-0.022988505747126964,0.010739808579939725
2004-06-20,0.0,0.0006257944589633802,-0.0026692606928604423,0.014060374941818887,-0.012752005600351835,-0.0036820847163313575,0.0,0.02384734489533713,0.0,0.010560179879783416,0.019894004247968722,-0.01758956665505096,0.010739808579939725,0.03904106278913333,-0.002606960940294223,0.0,0.0,0.01653579984029807,-0.01149425287356326,-0.006570434418497029
2004-06-27,0.0,-0.0016302272176740296,0.0018478066547618077,0.013867212239401017,0.018877735161915155,-0.0006268066898993396,0.0,0.004697009660561635,0.0,0.005405887454181579,0.010728111328235812,0.019894004247968722,-0.006570434418497029,-0.0040870950185231125,0.003527336860670305,0.0,0.0,-0.0016120079832775969,-0.01149425287356326,0.019499373651790775
2004-07-04,0.0,-0.009803363967874068,-0.008432490694254557,-0.006839212885165757,-0.01999068748494426,-0.01882654099947234,0.03607091737100254,0.015489185749755219,0.0,0.02508936555393171,-0.00032139721892288087,0.010728111328235812,0.019499373651790775,0.010739808579939725,-0.010544815465729385,0.0,0.0,-0.0016120079832775969,-5.551115123125783e-17,-0.009286702244668543
2004-07-11,0.0,-0.006405411704996977,-0.010188032598970165,-0.0007646516467791908,-0.0233827724050375,-0.017269142682849736,0.0,0.0006257944589633802,0.0,0.0013986442470206306,-0.004312886638516922,-0.00032139721892288087,-0.009286702244668543,-0.006570434418497029,0.007104795737122638,0.0,0.0,-0.0030379177136855007,-0.018518518518518712,-0.03006492235724556
2004-07-18,0.0,-0.0057135761543463115,-0.009129094740032206,0.008422831525131125,-0.0371881470543457,-0.013667424343237533,0.0,-0.0016302272176740296,0.0,0.0073329929540761896,-0.013610107968354379,-0.004312886638516922,-0.03006492235724556,0.019499373651790775,0.005291005291005346,0.0,0.0,-0.005375059722885711,-0.03703703703703687,-0.032461059053262464
2004-07-25,0.0,-0.01848564956000165,-0.015807346508345588,-0.03416854457225549,-0.002645227135448125,-0.005938541563041078,0.0,-0.009803363967874068,0.0,-0.006371872828063396,-0.010840719379594521,-0.013610107968354379,-0.032461059053262464,-0.009286702244668543,-0.010526315789473717,0.0,0.0,-0.021739130434782594,0.0007122507122509503,-0.018086747286291116
2004-08-01,0.0,0.019335532405391653,0.017254115052116825,0.028694680628164715,0.014327252035754412,0.009956401135421622,0.0,-0.006405411704996977,0.0,0.0028048618663185643,-0.014280838344402524,-0.010840719379594521,-0.018086747286291116,-0.03006492235724556,-0.0035460992907800915,0.0,0.0,-0.0185185185185186,0.01341681574239717,0.0013049653340421186
2004-08-08,0.0,-0.033219913759127806,-0.03599773107331683,-0.04126814811525992,0.007743677904158752,-0.04107779610582862,0.0,-0.0057135761543463115,0.0,-0.004894748667304327,-0.012466273199494782,-0.014280838344402524,0.0013049653340421186,-0.032461059053262464,-0.03558718861209964,0.015891599103924348,0.0,-0.03001397624039137,-0.023461012311901785,0.004813375140609366
2004-08-15,0.0,0.003355827941702083,0.0031818052401786368,-0.01983695983110345,0.008991443571393587,-0.0231089105588812,0.0,-0.01848564956000165,0.0,-0.01651420289801908,-0.013306268460704596,-0.012466273199494782,0.004813375140609366,-0.018086747286291116,-0.0036900369003689537,0.0,0.008784070540432731,-0.012134027325959695,-0.023461012311901785,-0.011069927673156621
2004-08-22,0.0,0.028844865824040555,0.030693659616860547,0.006657027185546394,0.03379526254142662,-0.00027417823835285127,0.0,0.019335532405391653,0.0,-0.007860758948350477,0.0,-0.013306268460704596,-0.011069927673156621,0.0013049653340421186,-0.0018518518518519933,0.0,0.0,0.01724137931034475,0.0020897832817334816,0.0010128283618986988
2004-08-29,0.0,0.00898743931580226,0.008779632131418413,0.010904954855125881,0.009645882794819816,0.007029762892432179,0.0,-0.033219913759127806,0.0,-0.007561381003739265,-0.035961144480194385,0.0,0.0010128283618986988,0.004813375140609366,0.01855287569573294,0.0,0.0,0.031245124044312678,0.039473684210526105,0.0018192383490917563
2004-09-05,0.0,0.006852109643449511,0.006012145542778846,0.01009008379221199,-0.016454202155480546,0.00946785724963628,0.0,0.003355827941702083,0.0,0.014876913815521808,0.013271126712798509,-0.035961144480194385,0.0018192383490917563,-0.011069927673156621,-0.016393442622950838,0.0,0.0,0.011801923566629402,0.039473684210526105,-0.009457107698770506
2004-09-12,0.0,0.003596871591787343,0.008383217874105009,-0.008878951862198448,0.03777640988571829,0.007438465195841015,0.0,0.028844865824040555,0.0,-0.02252465389491165,0.033274409473781574,0.013271126712798509,-0.009457107698770506,0.0010128283618986988,-0.029629629629629672,0.0,0.0,0.011801923566629402,0.025000000000000577,0.027015786916991358
2004-09-19,0.0,-0.0010612474929441174,0.004962044943178201,-0.006553001503690314,0.0015598872584827728,0.010147758431040987,0.0,0.00898743931580226,0.0,0.006217978058971951,0.014045683336269432,0.033274409473781574,0.027015786916991358,0.0018192383490917563,-0.009541984732824416,0.0,0.0,-0.005720470006184419,0.00030487804878076563,0.008330160712062495
2004-09-26,0.0,-0.022230747241438475,-0.014936225281718563,-0.004786180514627203,-0.015056611220461757,-0.007002386892363988,0.0,0.006852109643449511,0.0,0.03962172916311557,0.0050674926275045,0.014045683336269432,0.008330160712062495,-0.009457107698770506,0.0038535645472059787,0.0,0.0,-0.007524221809936171,-0.024390243902439046,-0.016025415503618246
2004-10-03,0.0,0.014297256686025994,0.019649021906709585,-0.002412169346028392,0.033210532747986576,0.012500347848983795,0.004602619484372905,0.003596871591787343,0.0,0.010489572817675707,-0.0010083532114222304,0.0050674926275045,-0.016025415503618246,0.027015786916991358,-0.011516314779270509,0.0,0.0,-0.025252525252525304,-0.025000000000000577,0.033370917144582846
2004-10-10,0.0,-0.014291960027385087,-0.010031182044319409,-0.013922456170537723,-0.003061514786262154,-0.0015827754856184706,0.0,-0.0010612474929441174,0.0,0.006228410326942546,0.007377545939990293,-0.0010083532114222304,0.033370917144582846,0.008330160712062495,0.013592233009708687,0.0,0.0,-0.031088082901554293,0.012820512820513663,-0.011445773364033407
2004-10-17,0.0,-0.012213752601212269,-0.011110108386899187,-0.026039933174582752,-0.004605992137821424,-0.0034877958374847084,0.0,-0.022230747241438475,0.0,0.008253322645230154,-0.022780237839711837,0.007377545939990293,-0.011445773364033407,-0.016025415503618246,-0.01724137931034475,0.0,0.0,-0.015544041450777146,0.0064102564102562765,-0.004411512071734736
2004-10-24,0.0,-0.01634140556514252,-0.011414882707914353,-0.018938211345104983,-0.001542371107516094,-0.004453930411747908,0.0,0.014297256686025994,0.0,0.0023317866819918542,-0.0037709968616918,-0.022780237839711837,-0.004411512071734736,0.033370917144582846,-0.005847953216374324,0.0,0.0,0.0,-1.1102230246251565e-15,0.0019042713305976733
2004-10-31,0.0,0.02680121173139649,0.029184522543638236,0.0329297511336728,0.027806528661143526,0.037391990288715427,0.0,-0.014291960027385087,0.0,-0.02634256350988673,-0.03578823891541283,-0.0037709968616918,0.0019042713305976733,-0.011445773364033407,0.0039215686274509665,0.0,0.0,-0.024390243902439046,-0.012987012987012658,0.031250966053740115
2004-11-07,0.0,0.038252821676251214,0.03604220964529792,0.03957533232121091,0.03557115097732755,0.036044374825474845,0.0,-0.012213752601212269,0.0,0.01686540325681407,-0.011063415890517403,-0.03578823891541283,0.031250966053740115,-0.004411512071734736,0.0234375,0.018033438743137342,0.0,-0.024390243902439046,-0.006493506493506329,0.032379886221238996
2004-11-14,0.0,0.013721627024052108,0.012875398700180618,0.028550848319554678,0.01886790860820975,0.01724614350038145,0.0,-0.01634140556514252,0.0,-0.003109855942220463,-0.024178436275715143,-0.011063415890517403,0.032379886221238996,0.0019042713305976733,-0.019083969465648942,0.0,-0.0006281951374884631,-0.02664598900324261,0.0,0.022756995212116493
2004-11-21,0.0,-0.004993878511028393,-0.00860360675451699,-0.008224431891367678,-0.002374039668597505,-0.013446487288699238,0.0,0.02680121173139649,0.0,-0.027382807546396548,0.041050083877758325,-0.024178436275715143,0.022756995212116493,0.031250966053740115,-0.013618677042801397,0.0,0.0,-0.028901734104046173,-0.02631578947368418,-0.007054103627291197
2004-11-28,0.0,0.0033483126167987987,0.007920036275971487,0.02660644185195693,0.0038078346761751813,0.0198521994899028,0.0,0.038252821676251214,0.0,-0.023521333695657676,0.020603365470928336,0.041050083877758325,-0.007054103627291197,0.032379886221238996,-0.01183431952662728,0.0,0.0,-0.028901734104046173,-0.006401137980085514,0.015135533467746765
2004-12-05,0.0,0.007338603607845551,0.007605162940299337,-0.010770416213584988,0.025130175537914745,-0.0040675906266228745,0.0,0.013721627024052108,0.0,0.04416034321381335,0.003828933007343771,0.020603365470928336,0.015135533467746765,0.022756995212116493,0.0139720558882237,0.0,0.0,-0.014184397163120477,-0.01467181467181472,0.021879470627732545
2004-12-12,0.0,-0.001798578682002283,0.0006704246545936599,-0.013610388332800483,-0.015725713700946997,0.0035010296353064074,0.0,-0.004993878511028393,0.0,0.028312029727256105,-0.014910019171516242,0.003828933007343771,0.021879470627732545,-0.007054103627291197,0.015748031496062964,0.0,0.0,-0.014184397163120477,-0.042857142857142594,-0.009259899132125327
2004-12-19,0.0,0.011320791983845613,0.005650264174865249,0.014893640574945577,0.0045093159629714386,0.006904316337719596,0.0,0.0033483126167987987,0.0,0.013936031949789207,0.007040034950855034,-0.014910019171516242,-0.009259899132125327,0.015135533467746765,-0.0019379844961240345,0.0,0.0,-0.017227333716695437,-0.042857142857142594,0.0033503985223553023
2004-12-26,0.0,0.015206782952647213,0.011135166458412948,0.01948746461608497,0.009541932460158886,0.009557171603525205,0.0,0.007338603607845551,0.0,-0.018102196827654127,0.022719499288891498,0.007040034950855034,0.0033503985223553023,0.021879470627732545,0.0,0.0,0.0,-0.020479962721342004,-0.03658008658008616,0.011905285967093393
2005-01-02,0.0,-0.005917459054840646,0.0008279901810106516,-0.0030183498203245618,-0.0023625609084204635,0.012335165131320158,0.0,-0.001798578682002283,0.0,0.012973806944014177,0.007860655306380915,0.022719499288891498,0.011905285967093393,-0.009259899132125327,0.01553398058252431,0.0,0.0,-0.020689655172413612,-0.03053977272727229,0.006859060554356589
2005-01-09,0.0,-0.015533491022049928,-0.02010396648675028,-0.03329917572162422,-0.031264910916118605,-0.027203242151820906,0.0,0.011320791983845613,0.0,0.011796218625865107,0.010211625534719992,0.007860655306380915,0.006859060554356589,0.0033503985223553023,-0.017208413001912226,0.0,0.0,0.007042253521126973,-0.03077651515151486,-0.03991368933322348
2005-01-16,0.0,-0.0037790200389994366,-0.0016891088713716362,0.006262646507463776,-0.011247208133470576,0.005243152781596372,0.0,0.015206782952647213,0.0,0.0006660758035079706,0.008753560152346296,0.010211625534719992,-0.03991368933322348,0.011905285967093393,-0.0058365758754862496,0.0,0.0,-0.006968383728947092,-0.03077651515151486,-0.0003352446251274621
2005-01-23,0.0,-0.014252324689655205,-0.012347598850759756,-0.012793712064898988,-0.024233028636831522,-0.023181958913570777,0.0,-0.005917459054840646,0.0,0.005206957881148,0.007677126246889321,0.008753560152346296,-0.0003352446251274621,0.006859060554356589,0.013698630136986134,0.0,0.0,-0.020979020979021157,-0.03101325757575743,-0.0256907121648432
2005-01-30,0.0,0.005778093110068161,0.005566193243931927,-0.002802056720909052,0.0025342899007487762,-0.008602732868865037,0.0,-0.015533491022049928,0.0,0.0189938165931256,-0.014574565787324412,0.007677126246889321,-0.0256907121648432,-0.03991368933322348,0.009652509652509744,0.0,0.0,2.220446049250313e-16,-0.03125,0.0007668286453914597
2005-02-06,0.0,0.02451119444580785,0.023844145512819104,0.03688073909486156,0.024267348228953045,0.021843370398993533,0.0,-0.0037790200389994366,0.0,-0.0016346714121482364,-0.0026888983326514015,-0.014574565787324412,0.0007668286453914597,-0.0003352446251274621,-0.003824091778202754,0.0,0.0,0.007194244604316502,-0.019230769230769607,0.02496768254318882
2005-02-13,0.0,0.010187273438646782,0.004491136910593108,0.008807935135646705,-0.00394918495493235,-0.0017571901315077687,0.0,-0.014252324689655205,0.0,-0.015067048789633497,-0.010110884948573151,-0.0026888983326514015,0.02496768254318882,-0.0256907121648432,-0.0038387715930900956,0.0,0.0,0.014388489208632782,-0.019230769230769607,-0.004792347781240047
2005-02-20,0.0,-0.0003814761408875711,-0.0031464528828489824,0.026863327809216297,-0.014866178306369715,-0.002346309475168784,0.0,0.005778093110068161,0.0,-0.010974874974303939,-0.005788956797613376,-0.010110884948573151,-0.004792347781240047,0.0007668286453914597,-0.0077071290944122905,0.0,0.0,0.007194244604316502,-0.019230769230769607,-0.008686927896417562
2005-02-27,0.0,0.005100826598482655,0.008638549255745698,0.026487949798809973,0.00653910507477895,-0.007939155737308745,0.0,0.02451119444580785,0.0,-0.006724757436241124,0.02157592510971873,-0.005788956797613376,-0.008686927896417562,0.02496768254318882,-0.001941747572815622,0.0,0.0,-0.01865671641791028,-0.019230769230769607,0.0032933638895515926
2005-03-06,0.0,0.010890970507582143,0.010705996351886071,0.018795770072673523,0.005497250520105856,0.01511557010429021,0.0,0.010187273438646782,0.0,-0.0006767957007403069,0.004022485452139346,0.02157592510971873,0.0032933638895515926,-0.004792347781240047,0.0,0.0,0.0,-0.03731343283582078,-0.0243902439024396,0.0025226132102613708
2005-03-13,0.0,-0.015520846607491978,-0.01906643501722949,-0.017823356224719755,-0.011431376648834424,-0.014890491831129449,0.0,-0.0003814761408875711,0.0,0.03014875934443384,0.012687912990195116,0.004022485452139346,0.0025226132102613708,-0.008686927896417562,-0.0077821011673151474,0.0,0.0,-0.026786797718723387,0.0003048780487804881,-0.014010427038849027
2005-03-20,0.0,-0.015877478408049095,-0.011499426856347084,-0.015091351202758174,-0.022121726394859098,-0.008069589611427341,0.0,0.005100826598482655,0.0,0.005261615342492476,0.008572514297493727,0.012687912990195116,-0.014010427038849027,0.0032933638895515926,0.007843137254901933,0.0,0.0,-0.016260162601625994,0.0003048780487804881,-0.01656050985881019
2005-03-27,0.0,-0.014343941022169404,-0.011809950820627968,-0.018812573157064527,-0.004113338373893605,-0.014961230847691076,0.0,0.010890970507582143,0.0,-0.02551537331792797,0.001961188756374632,0.008572514297493727,-0.01656050985881019,0.0025226132102613708,0.015564202334630295,0.0,0.0,-0.016260162601625994,-0.0013888888888877182,-0.00833253484839569
2005-04-03,0.0,-0.0037359700623375014,0.002475341985112456,-0.005950763262422054,0.001033023388479437,-0.0006076799627700025,0.0,-0.015520846607491978,0.0,0.00570587152586044,-0.014681956385870443,0.001961188756374632,-0.00833253484839569,-0.014010427038849027,0.021072796934865856,0.0,0.0,0.008963935793204258,-0.02817460317460263,-0.0031390313782971857
2005-04-10,0.0,0.004709724276971583,0.004854377902666185,-0.0043055098790845125,0.0056735265788433464,0.0012159517504692907,0.0,-0.015877478408049095,0.0,0.00801160464479711,-0.01718840696218482,-0.014681956385870443,-0.0031390313782971857,-0.01656050985881019,0.009380863039399667,0.0,0.0,0.03418803418803451,-0.028571428571429247,0.002093282403100416
2005-04-17,0.0,-0.03603581146677359,-0.03262728376641999,0.008844086568666087,0.01463186738998834,-0.04462629720578881,0.0,-0.014343941022169404,0.0,-0.016887839866851828,0.007437519410226301,-0.01718840696218482,0.002093282403100416,-0.00833253484839569,0.016728624535315983,0.0,0.0,0.03418803418803451,-0.02899159663865547,0.009962071389580385
2005-04-24,0.0,0.011222130535508468,0.012439887674678962,0.00892778141047168,0.010803235128388877,-0.004131028805267389,0.0,-0.0037359700623375014,0.0,-0.019055676262050958,-0.006711417013111287,0.007437519410226301,0.009962071389580385,-0.0031390313782971857,0.01645338208409508,0.0,0.0,0.03418803418803451,-0.029411764705881693,0.0035718196535874935
2005-05-01,0.0,0.0004910065096892513,0.0015576375170669454,-0.0024928668121357855,0.00265676524600833,-0.009253301718555318,0.0,0.004709724276971583,0.0,-0.030030979169228145,0.02905389388502888,-0.006711417013111287,0.0035718196535874935,0.002093282403100416,0.003597122302158251,0.0,0.0,0.03418803418803451,0.0,-0.005454907287487765
2005-05-08,0.0,0.015213617654049383,0.011576420573795598,0.012141942710801934,0.013778598739061287,0.024476466947888742,0.0,-0.03603581146677359,0.0,-0.003559071379299228,0.01116229689453152,0.02905389388502888,-0.005454907287487765,0.009962071389580385,-0.017921146953404965,0.0315666356462021,0.0,0.037593984962405846,0.0,0.0237816202697001
2005-05-15,0.0,-0.017015261786615943,-0.011700346801526207,0.02967872895688406,0.012022897582873338,0.005950870373197914,0.0,0.011222130535508468,0.0,0.011429133209009068,-0.010064887838763137,0.01116229689453152,0.0237816202697001,0.0035718196535874935,-0.0036496350364964014,0.0,0.02613597766525766,0.037593984962405846,0.0,0.00479327716367739
2005-05-22,0.0,0.03240252093547524,0.029381040843917683,0.018800253273868806,0.034607521056641666,-0.002941071796154271,0.0,0.0004910065096892513,0.0,-0.020833743621999745,0.013447158001226756,-0.010064887838763137,0.00479327716367739,-0.005454907287487765,-0.01831501831501825,0.0,0.0,0.037593984962405846,0.0,0.03522901568021597
2005-05-29,0.0,0.007072397548084863,0.009486029414041974,0.0050198008677091455,0.013979315092352174,0.002590904716693432,0.0,0.015213617654049383,0.0,0.00036048948833511396,0.008737628737037761,0.013447158001226756,0.03522901568021597,0.0237816202697001,-0.005597014925373234,0.0,0.0,0.037593984962405846,0.0,0.014322541752928908
2005-06-05,0.0,-0.006169880386603155,-0.0008314754091260923,0.0024973130660967957,-0.0029547328290736585,-0.0015107731757975085,0.0,-0.017015261786615943,0.0,0.02523479187584332,-0.0028871198729834013,0.008737628737037761,0.014322541752928908,0.00479327716367739,-0.0037523452157599557,0.0,0.0,0.010101010101010388,0.040000000000000924,-0.0020715839095574173
2005-06-12,0.0,0.004298024707915626,0.00041649004370247766,0.0010678147484635137,-0.0039506553239171405,0.002724077863079044,0.0,0.03240252093547524,0.0,0.010899733305677728,0.012547914786014136,-0.0028871198729834013,-0.0020715839095574173,0.03522901568021597,0.0037664783427495685,0.0,0.0,0.010101010101010388,0.030192307692308393,-0.0040696194990038626
