Date,CorporateBonds,Dow_Jones,HighDividend,FTNT,Gold,RealEstate,SP500,Materials,Energy,Financials,Industrials,Technology,Staples,Utilities,Healthcare,Discretionary,NASDAQ
2013-05-26 00:00:00+00:00,63.33824157714844,123.10409545898438,13.454063415527344,3.6619999408721924,25.207857131958008,51.38182067871094,136.87388610839844,32.87497329711914,55.40875244140625,13.172813415527344,35.98705291748047,27.372013092041016,31.837024688720703,27.541234970092773,41.606571197509766,50.099632263183594,3459.139892578125
2013-06-02 00:00:00+00:00,62.88037109375,121.75833892822266,13.07319450378418,3.8519999980926514,27.041156768798828,48.77580261230469,135.3337860107422,32.65620040893555,54.58823013305664,13.24625301361084,35.838863372802734,27.346101760864258,30.57727813720703,26.72556495666504,40.751068115234375,49.49983596801758,3455.909912109375
2013-06-09 00:00:00+00:00,62.700687408447266,122.741455078125,13.12702751159668,3.7300000190734863,26.57366180419922,48.676395416259766,136.4515838623047,32.558956146240234,55.13749694824219,13.333050727844238,36.05293273925781,27.40656089782715,31.058277130126953,26.931249618530273,41.081417083740234,50.134918212890625,3469.219970703125
2013-06-16 00:00:00+00:00,62.792423248291016,121.40380859375,13.152911186218262,3.5480000972747803,25.776180267333984,48.363948822021484,135.1102752685547,32.45360565185547,54.188148498535156,13.052631378173828,35.64949417114258,27.104251861572266,31.073543548583984,26.95254135131836,41.115299224853516,49.702720642089844,3423.56005859375
2013-06-23 00:00:00+00:00,61.50782775878906,119.28843688964844,12.785390853881836,3.4679999351501465,22.824567794799805,45.743736267089844,132.40419006347656,31.673250198364258,53.26228332519531,12.816999435424805,35.004127502441406,26.485868453979492,30.3004093170166,26.18357276916504,40.23784637451172,48.70278549194336,3357.25
2013-06-30 00:00:00+00:00,61.84428787231445,119.95062255859375,13.070085525512695,3.5,22.448741912841797,47.613624572753906,133.52784729003906,31.313976287841797,53.350868225097656,13.038211822509766,35.285484313964844,26.555320739746094,30.484830856323242,26.96463394165039,40.510128021240234,49.90619659423828,3403.25
2013-07-07 00:00:00+00:00,61.228973388671875,121.9450912475586,12.869645118713379,3.6480000019073486,21.467927932739258,47.20506286621094,135.69204711914062,31.61610221862793,54.48191833496094,13.286240577697754,35.83164978027344,27.067501068115234,30.761476516723633,26.4415283203125,41.02914810180664,51.118446350097656,3479.3798828125
2013-07-14 00:00:00+00:00,61.749969482421875,124.48860931396484,13.369443893432617,4.00600004196167,22.3387451171875,48.996952056884766,139.4293212890625,32.685752868652344,55.810569763183594,13.641523361206055,36.78330993652344,27.71858024597168,31.83732032775879,27.68837547302246,42.44160842895508,52.84394073486328,3600.080078125
2013-07-21 00:00:00+00:00,62.209754943847656,125.42205047607422,13.47877311706543,4.090000152587891,23.704551696777344,49.61334991455078,140.81100463867188,33.05320358276367,57.04384231567383,13.89625358581543,37.577720642089844,27.3018856048584,32.12165832519531,28.225793838500977,43.028724670410156,52.71120071411133,3587.610107421875
2013-07-28 00:00:00+00:00,62.05652618408203,125.4543685913086,13.405891418457031,4.145999908447266,25.281190872192383,48.83925247192383,140.76109313964844,33.06137466430664,56.55326843261719,13.835927963256836,37.18050765991211,27.54495620727539,31.9141788482666,28.19713592529297,43.513702392578125,52.6669807434082,3613.159912109375
