Date,CorporateBonds,Dow_Jones,HighDividend,FTNT,Gold,RealEstate,SP500,Materials,Energy,Financials,Industrials,Technology,Staples,Utilities,Healthcare,Discretionary,NASDAQ,10-Year Treasury Yield,2-Year Treasury Yield,Federal Funds Effective Rate,1-Month Treasury Yield,3-Month Treasury Yield,5-Year Treasury Yield,20-Year Treasury Yield,30-Year Treasury Yield,15-Year Mortgage Rate,30-Year Mortgage Rate,10-Year Euro Gov Bond Yield,3-Month Euro Gov Bond Yield,3-Month China Gov Bond Yield,10-Year India Gov Bond Yield,CPI,PPI,China CPI,Europe CPI,Unemployment Rate,GDP,Real GDP,Consumer Confidence Index,Government Debt,Government Debt to GDP,Debt Service vs Disposable Income,Credit Card Delinquency,US Dollar Index,Corporate Profits,EBIT,Retained Earnings,VIX,Building Permits,Residential Property Prices,Housing Starts,Velocity of Money,Retail Sales,Industrial Production,3m5y,3m10y,2y10y,2y20y,5y10y,10y30y,10yTrea30yFRM
2003-12-28,0.0,0.005158573916662856,0.0,0.0,0.0,0.008141035435738742,0.007346254734886815,0.016507212246930747,0.008850357120148145,0.006526564640266352,0.0026436582052868918,0.009552517600434518,0.0037380772974344723,0.017589667082354543,0.006097522095839025,0.007129465428822979,0.011337656659464734,0.004819277108433662,0.0,-0.010204081632653073,-0.12643678160919536,-0.011363636363636354,0.0031645569620253333,0.0,0.007827788649706457,-0.0019455252918287869,-0.001718213058419349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06272838002436032,0.0,0.0,0.0,0.0,0.0,0.0,0.008771929824561209,0.009174311926605228,0.008583690987124193,0.0,0.010101010101009944,0.020833333333333925,-0.017964071856287567
2004-01-04,0.0,0.010652083038208637,0.0,0.0,0.0,-0.0009086404865192854,0.013947391752029858,0.003020836470429833,0.006578925400047231,0.011887686774926243,0.007156002409459683,0.01992100757464077,0.0018620414588408352,0.00561807262556524,0.017508485071424662,0.0045042073797749715,0.01699830666526525,0.050359712230215736,0.06593406593406592,0.04123711340206193,0.1578947368421053,0.06896551724137945,0.05993690851735023,0.044088176352705455,0.029126213592232997,0.003898635477582957,0.0068846815834768815,-0.022796143250688572,-0.02646414760285143,-0.03401360544217691,0.0,0.004312668463611891,0.0,0.0,-0.03813536296350961,0.0,0.0,0.0,0.12095032397408212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0441260744985672,-0.017614494212380483,0.0,-0.07097715119105497,0.0,0.0046863968416350765,0.0016794651749658662,0.05652173913043468,0.045454545454545414,0.0382978723404257,0.03154574132492116,0.020000000000000018,-0.06122448979591888,-0.03658536585365835
2004-01-11,0.0,0.003066579706640704,0.0,0.0,0.0,0.0007070608134958078,0.010428680443705263,-0.00037681354676277756,0.015613429938251988,0.008543462037681637,0.00598398352184959,0.04492133768874029,-0.004181751789940513,0.0008594524737000064,0.003309045651758824,0.009609164767931722,0.03998637850397513,-0.06164383561643827,-0.134020618556701,-0.01980198019801982,-0.011363636363636354,-0.06451612903225812,-0.09226190476190477,-0.04414587332053732,-0.030188679245283012,0.003883495145631022,0.0034188034188034067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08068057080131719,0.0,0.0,0.0,0.0,0.0,0.0,-0.10288065843621397,-0.060869565217391175,-0.004098360655737432,0.009174311926605672,0.03921568627451033,0.11956521739130377,0.012658227848101555
2004-01-18,0.0,0.01431894665209521,0.0,0.0,0.0,0.0010092554907619178,0.016370913727054015,-0.018455417547864506,-0.006793347339834166,0.018708728478823655,0.033457271071665184,0.03037441051529055,0.007466055430745966,0.0017175105412545744,0.004617209901006225,0.006979791907837374,0.025655051974585064,-0.017031630170316392,0.011904761904761862,-0.010101010101010055,-0.08045977011494243,0.02298850574712641,-0.006557377049180357,-0.016064257028112428,-0.01945525291828787,-0.03868471953578345,-0.035775127768313486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10447761194029848,0.0,0.0,0.0,0.0,0.0,0.0,-0.01834862385321101,-0.0277777777777779,-0.03703703703703731,-0.030303030303030498,-0.04716981132075493,-0.02912621359223244,0.04374999999999951
2004-01-25,0.0,-0.002449229915891915,0.0,0.0,0.0,0.013615738717406067,0.0017514064013817165,-0.024942260828049734,0.035277172498489495,0.008662276980686112,-0.013669281079766282,-0.018140411114408783,0.006021474743537869,0.019717465448488403,0.010505864312046809,0.009767056334593294,-0.007750597559757155,0.012376237623762387,0.00588235294117645,0.020408163265306145,-0.012499999999999956,0.011235955056179803,0.00990099009900991,0.010204081632652962,0.007936507936507908,-0.004024144869215207,-0.0035335689045937757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010666666666666713,0.0,0.0,0.0,0.0,0.0,0.0,0.009345794392523477,0.012698412698412653,0.017094017094017033,0.012499999999999956,0.019801980198019375,-0.009999999999999787,-0.011976047904191933
2004-02-01,0.0,-0.007368894524553027,0.0,0.0,0.0,0.0279604135980005,-0.008302153000672163,0.003935429403269852,-0.020514560105283186,-0.0020611775888690342,-0.014223176359991818,-0.018476372759390403,0.002762814073116404,0.0008406663179743035,0.006497683822050737,-0.02308912487539927,-0.027176904263893964,0.017114914425427896,0.07602339181286566,0.030000000000000027,0.07594936708860756,0.022222222222222143,0.035947712418300526,0.010101010101010166,0.0059055118110236116,0.004040404040403844,0.007092198581560183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12061994609164417,0.0,0.0,0.0,0.0,0.0,0.0,0.04166666666666652,0.015673981191222763,-0.025210084033613245,-0.024691358024691357,-0.03883495145631033,-0.04040404040404044,-0.1151515151515149
2004-02-08,0.0,0.008850867342645952,0.0,0.0,0.0,0.017326738538930186,0.008547875317452824,0.015680010040521886,-0.007454795579500018,0.01514587402955514,0.003329812188259673,-0.0009411617625597613,0.029384369334364724,-0.010920121366980506,0.025177457875763087,0.008623295054458469,-0.0010356908642967788,-0.009615384615384581,-0.03804347826086962,-0.03883495145631066,0.04705882352941182,0.010869565217391353,-0.01577287066246047,-0.010000000000000009,-0.005870841487279899,0.012072434607645954,0.007042253521126751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03788334335538179,0.0,0.0,0.0,0.0,0.0,0.0,-0.026666666666666727,-0.015432098765432167,0.012931034482758452,0.006329113924050667,0.010101010101009944,0.010526315789473495,0.041095890410958624
2004-02-15,0.0,0.006508334437429042,0.0,0.0,0.0,-0.006184548172211368,0.005941268503071084,0.019683468108304458,0.04041524810768693,0.010512146944939182,0.0022120612798337547,-0.00706524525953256,-0.0004460103740890897,0.009341653963414576,-0.006926908196930426,0.004750199864897553,-0.005062936285401887,-0.016990291262136026,-0.039548022598870136,0.02020202020202011,0.011235955056179803,-0.010752688172043001,-0.03525641025641035,-0.0060606060606061,0.0,-0.013916500994035852,-0.010489510489510412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026249999999999996,0.0,0.0,0.0,0.0,0.0,0.0,-0.045662100456621,-0.018808777429467072,-2.220446049250313e-16,0.012578616352201033,0.040000000000000036,0.07291666666666696,0.026315789473684736
2004-02-22,0.0,-0.00012210414710089879,0.0,0.0,0.0,0.000191337363007138,-0.002171030483741343,0.004163571638526653,-0.0034375096040969444,-0.0010063415983149193,-0.006990033424697173,-0.009961654328948355,0.020526122963801408,-0.005468611698331793,-0.006975393049857059,0.0003149566473932275,-0.007611174953176536,0.012345679012345734,0.02941176470588247,-0.01980198019801982,0.03333333333333344,0.021739130434782483,0.023255813953488413,0.008130081300812941,0.0019685039370078705,-0.01814516129032251,-0.014134275618374548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029525032092426073,0.0,0.0,0.0,0.0,0.0,0.0,0.02392344497607679,0.009584664536741228,0.0,-0.0031055900621117516,-0.019230769230769718,-0.03883495145631066,-0.019230769230769384
2004-02-29,0.0,-0.003287570645987392,0.0,0.0,0.0,0.006700760227189351,0.0012182128346411858,0.011685110848107083,0.0227662488115965,0.0036946242055977407,-0.005928138780082026,-0.007666860758854588,0.006558726079706645,0.026226741017336908,-0.00031928280211801496,0.007876524072068403,-0.003979580853183395,-0.02682926829268284,-0.05142857142857149,0.05050505050505061,0.021505376344086002,0.02127659574468077,-0.022727272727272818,-0.022177419354838745,-0.015717092337917515,0.004106776180698102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0928927680798004,0.0,0.0,0.0,0.0,0.0,0.0,-0.04205607476635531,-0.04113924050632889,-0.00851063829787213,-0.006230529595015688,-0.039215686274509,0.03030303030302961,0.0
2004-03-07,0.0,0.0012244310159188476,0.0,0.0,0.0,0.03784362550303144,0.011824331686843603,0.0029799896654221225,0.01484005941173927,0.019410776268048213,0.007454103728478101,0.004345898667391879,0.004778378632379177,0.014839070772429963,0.01022005882031185,0.01563001503099315,0.008774206119272154,-0.03508771929824561,-0.054216867469879415,-0.03846153846153855,0.0,-0.02083333333333337,-0.06644518272425237,-0.024742268041236914,-0.019960079840319334,-0.002044989775051076,0.0017921146953405742,-0.05574740996546623,-0.0290500119645849,-0.20070422535211263,0.0,0.004294149221685473,0.0,-0.0625,-0.09129837777053595,0.01754385964912264,0.0,0.0,-0.07707129094412335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004810996563573866,0.058401639344262346,0.0,0.04552590266875978,0.0,0.02615869464671783,0.002225784440087919,-0.08780487804878034,-0.03960396039603964,-0.021459227467811037,-0.00940438871473337,0.06122448979591799,0.03921568627451033,0.013071895424836333
2004-03-14,0.0,-0.03483950555410531,0.0,0.0,0.0,-0.015575245375309299,-0.0326517058205702,-0.0460618951626347,-0.027584308127590385,-0.029218270737954022,-0.03995536966701774,-0.030769155974875062,-0.022048788246881834,-0.024776780370110885,-0.04362903842934995,-0.03508799010413455,-0.030718452193057355,-0.0181818181818183,-0.019108280254777066,-0.010000000000000009,0.010526315789473717,0.02127659574468077,-0.028469750889679735,-0.010570824524313016,-0.004073319755600879,-0.038934426229508046,-0.03220035778175312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2638121546961325,0.0,0.0,0.0,0.0,0.0,0.0,-0.053475935828877,-0.030927835051546504,-0.017543859649122973,-0.006329113924050778,0.00961538461538436,0.047169811320754595,0.07741935483870965
2004-03-21,0.0,-0.0043262045303481544,0.0,0.0,0.0,0.020102448522264282,-0.010043172082811802,-0.0027646373026417592,0.004935118953695916,-0.004648443136778924,-0.00039102163523896394,-0.020338025618727662,0.0014066207023677446,0.011947225038013265,-0.019708558168957335,-0.0053662569680691385,-0.02230026764405091,0.005291005291005346,0.012987012987013102,0.0,-0.03124999999999989,-0.02083333333333337,0.0073260073260073,0.0,0.0,0.0,-0.005545286506469571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04644808743169393,0.0,0.0,0.0,0.0,0.0,0.0,0.02259887005649719,0.014184397163120588,0.0,-0.006369426751592355,0.0,-0.018018018018018056,-0.029940119760478945
2004-03-28,0.0,0.002550195015256884,0.0,0.0,0.0,-0.009018149016519983,-0.00026989519969400355,0.007053132680250096,-0.030054636016405567,-0.011263297360475488,0.005415609276770539,0.01265929683664857,-0.004430840135487779,-0.004979316109018139,-0.005071301742587742,0.0038534629620825545,0.010074904081633917,0.013157894736842257,0.019230769230769162,0.010101010101010166,0.010752688172043001,0.010638297872340496,0.021818181818181737,0.014957264957265126,0.004089979550102374,0.002132196162046851,0.003717472118959231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0950391644908617,0.0,0.0,0.0,0.0,0.0,0.0,0.027624309392265234,0.013986013986014179,0.008928571428571397,0.012820512820512997,-0.009523809523809268,-0.02752293577981635,0.0185185185185186
2004-04-04,0.0,0.027005947487806825,0.0,0.0,0.0,0.02023325384508534,0.03251345365843217,0.04124512659666424,0.02570400049239363,0.021746329429527256,0.033474374338033686,0.04399927491831601,0.015577098928814648,0.012093027499297193,0.036357669844077956,0.029430512759070826,0.049565770438908086,0.07792207792207795,0.16981132075471694,0.0,-0.010638297872340274,0.0,0.12099644128113884,0.04631578947368409,0.044806517311609007,0.029787234042553123,0.022222222222222143,0.055480917549882935,0.009858044164037905,0.14977973568281922,0.0,0.0016034206306787535,0.0,0.2666666666666666,0.18625348232279393,-0.034482758620689724,0.015881984463050003,0.007749523237421174,-0.01670146137787054,0.020090539032862953,0.0041427593304919075,-0.005231466573687671,-0.014251781472684022,0.0,0.044399896520339155,0.0014364983023902322,-0.0014433110335276833,-0.09751875360646267,0.0019361084220717029,0.024940123374437073,0.0025025025025025016,0.0025436850254367815,-0.011379795883427857,0.0040753248858509394,0.18279569892473124,0.10344827586206895,0.013274336283185972,-0.015822784810126778,-0.0384615384615381,-0.07547169811320797,-0.024242424242424843
2004-04-11,0.0,-0.002571762625571461,0.0,0.0,0.0,-0.08152119764837373,-0.002355138637482601,-0.015695702659093924,0.01407504997963338,-0.002364825806715043,0.0033510930870013222,-0.0062257759933187495,0.0004378452029794033,-0.00782852910937748,-0.0032786566854371424,-0.005593617610712864,-0.0020854082187774514,0.014457831325301207,0.010752688172043001,0.010000000000000009,0.0,-0.021052631578947323,0.022222222222222365,0.014084507042253502,0.007797270955165692,0.05785123966942152,0.048913043478260976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03964194373401542,0.0,0.0,0.0,0.0,0.0,0.0,0.040909090909090784,0.02499999999999991,0.017467248908296984,0.016077170418006714,-0.010000000000000675,-0.0204081632653057,-0.0186335403726704
2004-04-18,0.0,0.0002812379022156808,0.0,0.0,0.0,-0.03482521329760657,-0.004720911478080625,0.007213763765518966,0.033852648593618584,-0.022349612405960007,0.005565640632708702,-0.03180725944748142,0.01095046582178072,-0.023670973947736318,0.03552656119297448,-0.0034374102435329457,-0.027834016523091365,0.038004750593824355,0.07978723404255317,-0.01980198019801982,-0.021505376344086002,0.010752688172043001,0.052795031055900665,0.031746031746031855,0.027079303675048294,0.021484375,0.017271157167530138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0811808118081182,0.0,0.0,0.0,0.0,0.0,0.0,0.06986899563318794,0.04573170731707332,0.0042918454935623185,0.0031645569620253333,-0.010101010101009833,-0.020833333333333814,-0.06962025316455711
2004-04-25,0.0,0.002484100866583905,0.0,0.0,0.0,-0.02577339198312878,0.004655625972299404,-0.006784843035151145,-0.01440759298214711,-0.008660203201794392,0.00811810141885494,0.03334957707849728,0.008232337839370496,0.0017012116821242262,-0.004129548085066825,0.011602615476277833,0.027072679588151072,0.02517162471395884,0.1280788177339902,0.0,-0.04395604395604402,0.042553191489361764,0.05604719764011801,0.013461538461538414,0.01318267419962349,0.003824091778202643,0.008488964346349936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06224899598393574,0.0,0.0,0.0,0.0,0.0,0.0,0.061224489795918435,0.020408163265306145,-0.0641025641025641,-0.05993690851735045,-0.08163265306122414,-0.042553191489361764,0.047619047619047894
2004-05-02,0.0,-0.02449524480426868,0.0,0.0,0.0,-0.014814817972764738,-0.029730892813094267,-0.05426925547557038,-0.008638305667158952,-0.017469873564819216,-0.03367512076494905,-0.06599227940117458,-0.0038675005409303242,-0.011464757886535892,-0.015630704436545906,-0.026968577895479573,-0.06323636011947797,0.01116071428571419,0.008733624454148492,0.04040404040404044,-0.04597701149425293,0.0,0.013966480446927276,0.007590132827324458,0.0018587360594795044,0.01904761904761898,0.011784511784511675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22698072805139202,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769162,0.014285714285714235,0.013698630136986134,0.006711409395973256,0.0,-0.04444444444444451,-0.051948051948051965
2004-05-09,0.0,-0.011724718158163894,0.0,0.0,0.0,-0.02201906990032143,-0.009012318813391818,-0.036517159691872414,-0.0026803716915642095,-0.023471327534237085,-0.006817806824765182,0.010830412305620873,-0.0103538044914403,-0.02319593203916137,0.0064808210868170235,-0.0334502777962844,-0.0011405689392581797,0.05739514348785857,0.1428571428571428,-0.03883495145631066,0.08433734939759052,0.09183673469387754,0.09090909090909083,0.04143126177024503,0.025974025974025983,0.02242990654205612,0.01830282861896837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05468295520651534,0.0,0.0,0.0,0.0,0.0,0.0,0.09056603773584904,0.04788732394366191,-0.031531531531531654,-0.036666666666666514,-0.07777777777777806,-0.13953488372092937,0.020547945205479534
2004-05-16,0.0,-0.006920020724492715,0.0,0.0,0.0,0.008237152833609818,0.000727526194880479,0.013327671105152428,0.0030242728987874834,0.010561648469811002,-0.001907360534876168,-0.007652812944431098,-0.009590334587164184,-0.008355332363327417,-0.01159007340655116,0.002307044514122003,-0.007148199762626151,0.0,-0.018939393939394034,0.030303030303030276,-0.033333333333333326,-0.07476635514018692,-0.010101010101010055,0.001808318264014508,0.010849909584086825,0.04570383912248621,0.035947712418300526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018753447324875827,0.0,0.0,0.0,0.0,0.0,0.0,0.01384083044982698,0.021505376344086002,0.023255813953488413,0.02076124567474058,0.04819277108433728,0.08108108108108047,0.0
