,US Dollar Index
2018-03-18 00:00:00+00:00,108.4366
2018-03-25 00:00:00+00:00,107.7528
2018-04-01 00:00:00+00:00,107.4817
2018-04-08 00:00:00+00:00,107.7917
2018-04-15 00:00:00+00:00,107.2392
2018-04-22 00:00:00+00:00,108.1815
2018-04-29 00:00:00+00:00,109.1763
2018-05-06 00:00:00+00:00,110.2525
2018-05-13 00:00:00+00:00,110.2873
2018-05-20 00:00:00+00:00,111.7195
2018-05-27 00:00:00+00:00,111.5862
2018-06-03 00:00:00+00:00,111.8287
2018-06-10 00:00:00+00:00,112.1091
2018-06-17 00:00:00+00:00,113.3403
2018-06-24 00:00:00+00:00,113.3074
2018-07-01 00:00:00+00:00,113.2618
2018-07-08 00:00:00+00:00,112.646
2018-07-15 00:00:00+00:00,113.074
2018-07-22 00:00:00+00:00,113.3249
2018-07-29 00:00:00+00:00,112.8156
2018-08-05 00:00:00+00:00,113.0149
2018-08-12 00:00:00+00:00,114.3027
2018-08-19 00:00:00+00:00,114.5362
2018-08-26 00:00:00+00:00,113.6015
2018-09-02 00:00:00+00:00,114.2785
2018-09-09 00:00:00+00:00,114.5843
2018-09-16 00:00:00+00:00,114.0689
2018-09-23 00:00:00+00:00,113.5132
2018-09-30 00:00:00+00:00,113.8107
2018-10-07 00:00:00+00:00,114.5634
2018-10-14 00:00:00+00:00,114.3716
2018-10-21 00:00:00+00:00,114.8593
2018-10-28 00:00:00+00:00,115.4752
2018-11-04 00:00:00+00:00,115.645
2018-11-11 00:00:00+00:00,116.4798
2018-11-18 00:00:00+00:00,115.9282
2018-11-25 00:00:00+00:00,116.4739
2018-12-02 00:00:00+00:00,116.4157
2018-12-09 00:00:00+00:00,116.0875
2018-12-16 00:00:00+00:00,116.7927
2018-12-23 00:00:00+00:00,116.2257
2018-12-30 00:00:00+00:00,115.7262
2019-01-06 00:00:00+00:00,114.9848
2019-01-13 00:00:00+00:00,114.0419
2019-01-20 00:00:00+00:00,114.5591
2019-01-27 00:00:00+00:00,114.0204
2019-02-03 00:00:00+00:00,113.7559
2019-02-10 00:00:00+00:00,114.5011
2019-02-17 00:00:00+00:00,114.9934
2019-02-24 00:00:00+00:00,114.2727
2019-03-03 00:00:00+00:00,114.5385
2019-03-10 00:00:00+00:00,115.362
2019-03-17 00:00:00+00:00,114.5843
2019-03-24 00:00:00+00:00,114.6879
2019-03-31 00:00:00+00:00,115.1398
2019-04-07 00:00:00+00:00,114.9749
2019-04-14 00:00:00+00:00,114.3553
2019-04-21 00:00:00+00:00,114.6996
2019-04-28 00:00:00+00:00,115.4784
2019-05-05 00:00:00+00:00,115.267
2019-05-12 00:00:00+00:00,115.5362
2019-05-19 00:00:00+00:00,116.4516
2019-05-26 00:00:00+00:00,116.0844
2019-06-02 00:00:00+00:00,116.7313
2019-06-09 00:00:00+00:00,115.742
2019-06-16 00:00:00+00:00,115.9094
2019-06-23 00:00:00+00:00,114.8413
2019-06-30 00:00:00+00:00,114.5868
2019-07-07 00:00:00+00:00,115.1178
2019-07-14 00:00:00+00:00,114.7731
2019-07-21 00:00:00+00:00,114.8737
2019-07-28 00:00:00+00:00,115.549
2019-08-04 00:00:00+00:00,116.1908
2019-08-11 00:00:00+00:00,116.4466
2019-08-18 00:00:00+00:00,117.0828
2019-08-25 00:00:00+00:00,117.3058
2019-09-01 00:00:00+00:00,118.163
2019-09-08 00:00:00+00:00,117.1337
2019-09-15 00:00:00+00:00,116.7722
2019-09-22 00:00:00+00:00,117.1867
2019-09-29 00:00:00+00:00,117.7277
2019-10-06 00:00:00+00:00,117.5338
2019-10-13 00:00:00+00:00,116.8289
2019-10-20 00:00:00+00:00,116.1391
2019-10-27 00:00:00+00:00,116.0819
2019-11-03 00:00:00+00:00,115.7356
2019-11-10 00:00:00+00:00,116.3472
2019-11-17 00:00:00+00:00,116.4441
2019-11-24 00:00:00+00:00,116.918
2019-12-01 00:00:00+00:00,117.1249
2019-12-08 00:00:00+00:00,116.5425
2019-12-15 00:00:00+00:00,115.7007
2019-12-22 00:00:00+00:00,115.7636
2019-12-29 00:00:00+00:00,115.2239
2020-01-05 00:00:00+00:00,114.9895
2020-01-12 00:00:00+00:00,115.0705
2020-01-19 00:00:00+00:00,115.0675
2020-01-26 00:00:00+00:00,115.5578
2020-02-02 00:00:00+00:00,115.7371
2020-02-09 00:00:00+00:00,116.5117
2020-02-16 00:00:00+00:00,116.4252
2020-02-23 00:00:00+00:00,117.051
2020-03-01 00:00:00+00:00,117.6593
2020-03-08 00:00:00+00:00,116.7125
2020-03-15 00:00:00+00:00,120.4402
2020-03-22 00:00:00+00:00,124.9371
2020-03-29 00:00:00+00:00,122.4041
2020-04-05 00:00:00+00:00,124.4177
2020-04-12 00:00:00+00:00,122.1617
2020-04-19 00:00:00+00:00,122.8736
2020-04-26 00:00:00+00:00,124.1654
2020-05-03 00:00:00+00:00,123.1536
2020-05-10 00:00:00+00:00,122.5416
2020-05-17 00:00:00+00:00,123.6023
2020-05-24 00:00:00+00:00,122.3238
2020-05-31 00:00:00+00:00,120.9497
2020-06-07 00:00:00+00:00,118.8182
2020-06-14 00:00:00+00:00,119.668
2020-06-21 00:00:00+00:00,120.2221
2020-06-28 00:00:00+00:00,120.5375
2020-07-05 00:00:00+00:00,119.8608
2020-07-12 00:00:00+00:00,119.3555
2020-07-19 00:00:00+00:00,119.129
2020-07-26 00:00:00+00:00,118.1394
2020-08-02 00:00:00+00:00,117.215
2020-08-09 00:00:00+00:00,117.6306
2020-08-16 00:00:00+00:00,116.9464
2020-08-23 00:00:00+00:00,117.0638
2020-08-30 00:00:00+00:00,115.9459
2020-09-06 00:00:00+00:00,116.042
2020-09-13 00:00:00+00:00,116.0924
2020-09-20 00:00:00+00:00,115.244
2020-09-27 00:00:00+00:00,117.873
2020-10-04 00:00:00+00:00,116.7375
2020-10-11 00:00:00+00:00,115.2803
2020-10-18 00:00:00+00:00,115.7715
2020-10-25 00:00:00+00:00,115.0159
2020-11-01 00:00:00+00:00,116.1372
2020-11-08 00:00:00+00:00,113.9939
2020-11-15 00:00:00+00:00,114.2406
2020-11-22 00:00:00+00:00,113.4898
2020-11-29 00:00:00+00:00,113.1841
2020-12-06 00:00:00+00:00,111.7797
2020-12-13 00:00:00+00:00,112.1438
2020-12-20 00:00:00+00:00,111.6099
2020-12-27 00:00:00+00:00,111.9834
2021-01-03 00:00:00+00:00,111.3203
2021-01-10 00:00:00+00:00,111.2894
2021-01-17 00:00:00+00:00,111.5123
2021-01-24 00:00:00+00:00,111.5568
2021-01-31 00:00:00+00:00,111.9568
2021-02-07 00:00:00+00:00,112.2421
2021-02-14 00:00:00+00:00,111.4945
2021-02-21 00:00:00+00:00,111.7165
2021-02-28 00:00:00+00:00,112.8424
2021-03-07 00:00:00+00:00,113.762
2021-03-14 00:00:00+00:00,113.0404
2021-03-21 00:00:00+00:00,112.9865
2021-03-28 00:00:00+00:00,113.7518
2021-04-04 00:00:00+00:00,113.7414
2021-04-11 00:00:00+00:00,113.2118
2021-04-18 00:00:00+00:00,112.4894
2021-04-25 00:00:00+00:00,112.0955
2021-05-02 00:00:00+00:00,112.0959
2021-05-09 00:00:00+00:00,111.0378
2021-05-16 00:00:00+00:00,111.1488
2021-05-23 00:00:00+00:00,111.0734
2021-05-30 00:00:00+00:00,110.7719
2021-06-06 00:00:00+00:00,110.7653
2021-06-13 00:00:00+00:00,111.1056
2021-06-20 00:00:00+00:00,113.0508
2021-06-27 00:00:00+00:00,111.9722
2021-07-04 00:00:00+00:00,112.5484
2021-07-11 00:00:00+00:00,112.8442
2021-07-18 00:00:00+00:00,113.0461
2021-07-25 00:00:00+00:00,113.4452
2021-08-01 00:00:00+00:00,112.6785
2021-08-08 00:00:00+00:00,113.316
2021-08-15 00:00:00+00:00,113.0676
2021-08-22 00:00:00+00:00,114.5069
2021-08-29 00:00:00+00:00,113.3479
2021-09-05 00:00:00+00:00,112.5541
2021-09-12 00:00:00+00:00,112.9468
2021-09-19 00:00:00+00:00,113.6015
2021-09-26 00:00:00+00:00,113.7646
2021-10-03 00:00:00+00:00,114.3857
2021-10-10 00:00:00+00:00,114.6095
2021-10-17 00:00:00+00:00,114.102
2021-10-24 00:00:00+00:00,113.681
2021-10-31 00:00:00+00:00,114.1482
2021-11-07 00:00:00+00:00,114.0846
2021-11-14 00:00:00+00:00,114.523
2021-11-21 00:00:00+00:00,115.2287
2021-11-28 00:00:00+00:00,116.5252
2021-12-05 00:00:00+00:00,116.2488
2021-12-12 00:00:00+00:00,115.5818
2021-12-19 00:00:00+00:00,115.7976
2021-12-26 00:00:00+00:00,115.5426
2022-01-02 00:00:00+00:00,115.2924
2022-01-09 00:00:00+00:00,115.0641
2022-01-16 00:00:00+00:00,114.4045
2022-01-23 00:00:00+00:00,114.6262
2022-01-30 00:00:00+00:00,116.0306
2022-02-06 00:00:00+00:00,115.1489
2022-02-13 00:00:00+00:00,114.8568
2022-02-20 00:00:00+00:00,114.8057
2022-02-27 00:00:00+00:00,115.2742
2022-03-06 00:00:00+00:00,116.7299
2022-03-13 00:00:00+00:00,117.1274
2022-03-20 00:00:00+00:00,116.2161
2022-03-27 00:00:00+00:00,115.8678
2022-04-03 00:00:00+00:00,115.5139
2022-04-10 00:00:00+00:00,116.4177
2022-04-17 00:00:00+00:00,116.7137
2022-04-24 00:00:00+00:00,118.0334
2022-05-01 00:00:00+00:00,119.4772
2022-05-08 00:00:00+00:00,119.8387
2022-05-15 00:00:00+00:00,120.8099
2022-05-22 00:00:00+00:00,119.322
2022-05-29 00:00:00+00:00,118.2787
2022-06-05 00:00:00+00:00,118.2054
2022-06-12 00:00:00+00:00,119.9422
2022-06-19 00:00:00+00:00,121.1529
2022-06-26 00:00:00+00:00,120.3971
2022-07-03 00:00:00+00:00,121.3983
2022-07-10 00:00:00+00:00,122.3794
2022-07-17 00:00:00+00:00,123.3601
2022-07-24 00:00:00+00:00,122.3473
2022-07-31 00:00:00+00:00,121.6934
2022-08-07 00:00:00+00:00,122.2345
2022-08-14 00:00:00+00:00,120.9499
2022-08-21 00:00:00+00:00,122.9575
2022-08-28 00:00:00+00:00,122.9847
2022-09-04 00:00:00+00:00,123.6919
2022-09-11 00:00:00+00:00,123.7185
2022-09-18 00:00:00+00:00,124.8039
2022-09-25 00:00:00+00:00,127.169
2022-10-02 00:00:00+00:00,127.4039
2022-10-09 00:00:00+00:00,127.215
2022-10-16 00:00:00+00:00,128.2418
2022-10-23 00:00:00+00:00,127.606
2022-10-30 00:00:00+00:00,127.1645
2022-11-06 00:00:00+00:00,127.1053
2022-11-13 00:00:00+00:00,124.6714
2022-11-20 00:00:00+00:00,123.8169
2022-11-27 00:00:00+00:00,123.3171
2022-12-04 00:00:00+00:00,121.9745
2022-12-11 00:00:00+00:00,122.3712
2022-12-18 00:00:00+00:00,122.6127
2022-12-25 00:00:00+00:00,121.9579
2023-01-01 00:00:00+00:00,121.4047
2023-01-08 00:00:00+00:00,121.044
2023-01-15 00:00:00+00:00,119.0901
2023-01-22 00:00:00+00:00,119.3251
2023-01-29 00:00:00+00:00,118.9295
2023-02-05 00:00:00+00:00,119.4642
2023-02-12 00:00:00+00:00,120.1228
2023-02-19 00:00:00+00:00,120.5898
2023-02-26 00:00:00+00:00,121.6304
2023-03-05 00:00:00+00:00,120.8531
2023-03-12 00:00:00+00:00,121.2924
2023-03-19 00:00:00+00:00,121.5752
2023-03-26 00:00:00+00:00,120.503
2023-04-02 00:00:00+00:00,119.4828
2023-04-09 00:00:00+00:00,119.5033
2023-04-16 00:00:00+00:00,119.0301
2023-04-23 00:00:00+00:00,119.4921
2023-04-30 00:00:00+00:00,119.4312
2023-05-07 00:00:00+00:00,118.7707
2023-05-14 00:00:00+00:00,119.568
2023-05-21 00:00:00+00:00,120.0134
2023-05-28 00:00:00+00:00,120.8713
2023-06-04 00:00:00+00:00,120.2952
2023-06-11 00:00:00+00:00,119.7892
2023-06-18 00:00:00+00:00,118.8586
2023-06-25 00:00:00+00:00,119.6068
2023-07-02 00:00:00+00:00,119.8885
2023-07-09 00:00:00+00:00,119.6019
2023-07-16 00:00:00+00:00,117.5952
2023-07-23 00:00:00+00:00,118.4822
