,10-Year Treasury Yield,2-Year Treasury Yield,Federal Funds Effective Rate,1-Month Treasury Yield,3-Month Treasury Yield,5-Year Treasury Yield,20-Year Treasury Yield,30-Year Treasury Yield,15-Year Mortgage Rate,30-Year Mortgage Rate,3m5y,3m10y,2y10y,2y20y,5y10y,10y30y,10yTrea30yFRM,Corporate_Bonds,Gold,SP500
2009-09-06,3.45,0.94,0.15,0.09,0.14,2.36,4.21,4.27,4.54,5.08,2.2199999999999998,3.31,2.5100000000000002,3.27,1.0900000000000003,0.8199999999999994,1.75,53.5468864440918,40.357032775878906,78.55597686767578
2009-09-13,3.34,0.9,0.15,0.08,0.14,2.29,4.1,4.18,4.5,5.07,2.15,3.1999999999999997,2.44,3.1999999999999997,1.0499999999999998,0.8399999999999999,1.7100000000000004,53.83928298950195,41.31620788574219,80.64189910888672
2009-09-20,3.49,1.03,0.16,0.03,0.08,2.49,4.2,4.24,4.47,5.04,2.41,3.41,2.46,3.17,1.0,0.75,1.62,53.78487014770508,41.163818359375,82.53406524658203
2009-09-27,3.34,0.98,0.13,0.03,0.1,2.36,4.07,4.1,4.46,5.04,2.26,3.2399999999999998,2.36,3.0900000000000003,0.98,0.7599999999999998,1.6400000000000001,54.029685974121094,38.60900115966797,80.77848815917969
2009-10-04,3.24,0.88,0.13,0.04,0.1,2.22,3.98,4.01,4.36,4.94,2.12,3.14,2.3600000000000003,3.1,1.02,0.7699999999999996,1.7300000000000004,54.137351989746094,38.331111907958984,79.26268768310547
2009-10-11,3.4,0.98,0.12,0.04,0.07,2.36,4.2,4.22,4.33,4.87,2.29,3.33,2.42,3.22,1.04,0.8199999999999998,1.6,53.891822814941406,43.2883415222168,82.9516830444336
2009-10-18,3.43,0.97,0.12,0.06,0.07,2.37,4.22,4.24,4.37,4.92,2.3000000000000003,3.3600000000000003,2.46,3.25,1.06,0.81,1.4299999999999997,53.919097900390625,43.369022369384766,84.21229553222656
2009-10-25,3.51,1.04,0.11,0.02,0.07,2.46,4.27,4.29,4.43,5.0,2.39,3.44,2.4699999999999998,3.2299999999999995,1.0499999999999998,0.7800000000000002,1.56,53.885005950927734,41.85406494140625,83.5858383178711
2009-11-01,3.41,0.9,0.11,0.01,0.05,2.31,4.19,4.23,4.46,5.03,2.2600000000000002,3.3600000000000003,2.5100000000000002,3.2900000000000005,1.1,0.8200000000000003,1.5000000000000004,54.2055549621582,37.981502532958984,80.09021759033203
2009-11-08,3.54,0.86,0.12,0.06,0.06,2.3,4.35,4.4,4.4,4.98,2.2399999999999998,3.48,2.68,3.4899999999999998,1.2400000000000002,0.8600000000000003,1.4100000000000006,54.11185073852539,42.687740325927734,82.85111999511719
2009-11-15,3.43,0.82,0.12,0.05,0.06,2.28,4.29,4.36,4.36,4.91,2.2199999999999998,3.37,2.6100000000000003,3.47,1.1500000000000004,0.9300000000000002,1.46,54.40605545043945,44.62400436401367,84.77680969238281
2009-11-22,3.36,0.75,0.11,0.04,0.02,2.2,4.2,4.3,4.32,4.83,2.18,3.34,2.61,3.45,1.1599999999999997,0.94,1.48,54.55662536621094,45.556297302246094,84.6298828125
2009-11-29,3.21,0.68,0.12,0.06,0.03,2.03,4.07,4.21,4.29,4.78,1.9999999999999998,3.18,2.53,3.39,1.1800000000000002,1.0,1.5000000000000004,54.93980407714844,45.556297302246094,84.73814392089844
2009-12-06,3.48,0.84,0.12,0.08,0.06,2.24,4.31,4.4,4.27,4.71,2.18,3.42,2.64,3.4699999999999998,1.2399999999999998,0.9200000000000004,1.3199999999999998,54.47654342651367,45.439762115478516,85.85179901123047
2009-12-13,3.55,0.83,0.12,0.01,0.03,2.26,4.39,4.49,4.32,4.81,2.23,3.52,2.7199999999999998,3.5599999999999996,1.29,0.9400000000000004,1.3199999999999994,54.51774215698242,42.867027282714844,85.92913055419922
2009-12-20,3.55,0.82,0.12,0.01,0.05,2.3,4.36,4.46,4.38,4.94,2.25,3.5,2.73,3.5400000000000005,1.25,0.9100000000000001,1.4400000000000004,54.58638381958008,41.4954948425293,85.6919937133789
2009-12-27,3.82,1.0,0.11,0.02,0.05,2.57,4.6,4.68,4.45,5.05,2.52,3.77,2.82,3.5999999999999996,1.25,0.8599999999999999,1.23,53.98925018310547,42.19902420043945,87.45699310302734
2010-01-03,3.85,1.14,0.05,0.04,0.06,2.69,4.58,4.63,4.54,5.14,2.63,3.79,2.71,3.4400000000000004,1.1600000000000001,0.7799999999999998,1.2899999999999996,54.11660385131836,41.52505874633789,86.64835357666016
2010-01-10,3.83,0.96,0.11,0.02,0.05,2.57,4.61,4.7,4.5,5.09,2.52,3.7800000000000002,2.87,3.6500000000000004,1.2600000000000002,0.8700000000000001,1.2399999999999998,54.33009719848633,44.78704071044922,89.08203887939453
2010-01-17,3.7,0.89,0.12,0.03,0.06,2.44,4.48,4.58,4.45,5.06,2.38,3.64,2.81,3.5900000000000003,1.2600000000000002,0.8799999999999999,1.2999999999999998,54.598636627197266,42.61238479614258,88.35891723632812
2010-01-24,3.62,0.84,0.11,0.02,0.06,2.37,4.38,4.5,4.4,4.99,2.31,3.56,2.7800000000000002,3.54,1.25,0.8799999999999999,1.37,54.74325180053711,39.35041046142578,84.91445922851562
2010-01-31,3.63,0.82,0.12,0.02,0.08,2.34,4.38,4.51,4.39,4.98,2.26,3.55,2.81,3.56,1.29,0.8799999999999999,1.3000000000000003,54.812129974365234,36.5916633605957,83.49932861328125
2010-02-07,3.59,0.77,0.13,0.03,0.1,2.23,4.36,4.51,4.4,5.01,2.13,3.4899999999999998,2.82,3.5900000000000003,1.3599999999999999,0.9199999999999999,1.3899999999999997,54.969600677490234,38.110321044921875,82.9317626953125
2010-02-14,3.69,0.84,0.12,0.04,0.1,2.35,4.52,4.66,4.34,4.97,2.25,3.59,2.85,3.6799999999999997,1.3399999999999999,0.9700000000000002,1.2399999999999998,54.72784423828125,39.485198974609375,84.00473022460938
2010-02-21,3.78,0.95,0.13,0.06,0.11,2.48,4.58,4.71,4.33,4.93,2.37,3.67,2.83,3.63,1.2999999999999998,0.9300000000000002,1.1399999999999997,54.59663391113281,40.051326751708984,86.41510772705078
2010-02-28,3.61,0.81,0.13,0.09,0.13,2.3,4.4,4.55,4.4,5.05,2.17,3.48,2.8,3.5900000000000003,1.31,0.94,1.4099999999999997,54.99034118652344,39.440269470214844,86.10407257080078
2010-03-07,3.69,0.91,0.17,0.11,0.15,2.35,4.49,4.64,4.33,4.97,2.2,3.54,2.78,3.58,1.3399999999999999,0.9499999999999997,1.3599999999999999,55.05546951293945,41.72275924682617,88.8332290649414
2010-03-14,3.71,0.97,0.17,0.1,0.15,2.42,4.47,4.62,4.32,4.95,2.27,3.56,2.74,3.5,1.29,0.9100000000000001,1.2200000000000002,54.972312927246094,40.42875289916992,89.77405548095703
2010-03-21,3.7,1.02,0.18,0.13,0.16,2.48,4.41,4.58,4.33,4.96,2.32,3.54,2.68,3.39,1.2200000000000002,0.8799999999999999,1.2799999999999998,55.10395431518555,40.716304779052734,90.54192352294922
2010-03-28,3.86,1.04,0.17,0.11,0.14,2.59,4.6,4.75,4.34,4.99,2.4499999999999997,3.7199999999999998,2.82,3.5599999999999996,1.27,0.8900000000000001,1.08,54.826820373535156,39.27852249145508,91.0181655883789
2010-04-04,3.96,1.11,0.2,0.15,0.16,2.67,4.65,4.81,4.39,5.08,2.51,3.8,2.8499999999999996,3.54,1.29,0.8499999999999996,1.19,54.85100555419922,41.69579315185547,91.97067260742188
2010-04-11,3.9,1.08,0.19,0.16,0.16,2.65,4.58,4.74,4.52,5.21,2.4899999999999998,3.7399999999999998,2.82,3.5,1.25,0.8400000000000003,1.2999999999999998,54.858001708984375,43.74463653564453,93.3369369506836
2010-04-18,3.79,0.98,0.21,0.15,0.16,2.49,4.5,4.67,4.4,5.07,2.33,3.63,2.81,3.52,1.2999999999999998,0.8799999999999999,1.2100000000000004,55.184593200683594,41.92045593261719,93.18859100341797
2010-04-25,3.84,1.1,0.2,0.14,0.16,2.61,4.51,4.67,4.39,5.07,2.4499999999999997,3.6799999999999997,2.7399999999999998,3.4099999999999997,1.23,0.8300000000000001,1.2700000000000005,55.135948181152344,43.32229232788086,95.10139465332031
2010-05-02,3.69,0.97,0.2,0.14,0.16,2.43,4.36,4.53,4.39,5.06,2.27,3.53,2.7199999999999998,3.3900000000000006,1.2599999999999998,0.8400000000000003,1.2999999999999998,55.45561218261719,45.38910675048828,92.75920867919922
2010-05-09,3.45,0.83,0.2,0.08,0.13,2.17,4.11,4.28,4.36,5.0,2.04,3.3200000000000003,2.62,3.2800000000000002,1.2800000000000002,0.8300000000000001,1.5899999999999999,55.69054412841797,44.149024963378906,86.86463928222656
2010-05-16,3.44,0.79,0.2,0.15,0.16,2.16,4.13,4.32,4.3,4.93,2.0,3.28,2.65,3.34,1.2799999999999998,0.8800000000000003,1.38,55.843902587890625,47.76145553588867,88.91797637939453
2010-05-23,3.2,0.76,0.2,0.17,0.17,2.02,3.91,4.07,4.24,4.84,1.85,3.0300000000000002,2.4400000000000004,3.1500000000000004,1.1800000000000002,0.8700000000000001,1.5899999999999999,56.24810028076172,42.423675537109375,85.18606567382812
2010-05-30,3.31,0.76,0.19,0.15,0.16,2.1,4.05,4.22,4.21,4.78,1.9400000000000002,3.15,2.55,3.29,1.21,0.9099999999999997,1.4400000000000004,56.08084487915039,44.80500411987305,85.38905334472656
2010-06-06,3.2,0.72,0.19,0.12,0.14,1.98,3.95,4.13,4.2,4.79,1.8399999999999999,3.06,2.4800000000000004,3.2300000000000004,1.2200000000000002,0.9299999999999997,1.4,56.16753005981445,43.8614616394043,83.39817810058594
2010-06-13,3.24,0.75,0.18,0.04,0.08,2.03,3.97,4.15,4.17,4.72,1.9499999999999997,3.16,2.49,3.22,1.2100000000000004,0.9100000000000001,1.3899999999999997,56.181541442871094,45.64072036743164,85.63106536865234
2010-06-20,3.24,0.74,0.18,0.04,0.11,2.04,3.97,4.15,4.2,4.75,1.93,3.1300000000000003,2.5,3.2300000000000004,1.2000000000000002,0.9100000000000001,1.54,56.36326599121094,48.57919692993164,87.64663696289062
2010-06-27,3.12,0.65,0.16,0.05,0.13,1.9,3.89,4.07,4.13,4.69,1.77,2.99,2.47,3.24,1.2200000000000002,0.9500000000000002,1.5500000000000003,56.6429557800293,48.417449951171875,84.61865234375
2010-07-04,3.0,0.63,0.18,0.16,0.17,1.82,3.77,3.94,4.04,4.58,1.6500000000000001,2.83,2.37,3.14,1.18,0.94,1.62,56.886905670166016,44.55339813232422,80.17078399658203
2010-07-11,3.07,0.63,0.18,0.16,0.16,1.85,3.85,4.04,4.07,4.57,1.6900000000000002,2.9099999999999997,2.44,3.22,1.2199999999999998,0.9700000000000002,1.5300000000000002,56.85185623168945,45.36215591430664,84.68924713134766
2010-07-18,2.96,0.61,0.19,0.14,0.15,1.7,3.74,3.95,4.06,4.57,1.55,2.81,2.35,3.1300000000000003,1.26,0.9900000000000002,1.5700000000000003,57.1673469543457,43.618831634521484,83.66947174072266
2010-07-25,3.02,0.6,0.19,0.15,0.16,1.75,3.81,4.01,4.03,4.56,1.59,2.86,2.42,3.21,1.27,0.9899999999999998,1.5999999999999996,57.139312744140625,44.22090148925781,86.61112976074219
2010-08-01,2.94,0.55,0.18,0.14,0.15,1.6,3.74,3.98,4.0,4.54,1.4500000000000002,2.79,2.3899999999999997,3.1900000000000004,1.3399999999999999,1.04,1.5100000000000002,57.38469314575195,43.33127975463867,86.50131225585938
2010-08-08,2.86,0.5,0.18,0.14,0.15,1.51,3.71,4.0,3.95,4.49,1.36,2.71,2.36,3.21,1.3499999999999999,1.1400000000000001,1.5500000000000003,57.67431640625,45.08358383178711,88.1643295288086
2010-08-15,2.68,0.54,0.19,0.14,0.15,1.47,3.56,3.87,3.92,4.44,1.32,2.5300000000000002,2.14,3.02,1.2100000000000002,1.19,1.7000000000000002,57.8220329284668,44.697174072265625,84.96381378173828
2010-08-22,2.62,0.49,0.2,0.15,0.15,1.47,3.38,3.67,3.9,4.42,1.32,2.47,2.13,2.8899999999999997,1.1500000000000001,1.0499999999999998,1.8399999999999999,57.976661682128906,46.0810432434082,84.3519058227539
2010-08-29,2.66,0.56,0.19,0.17,0.15,1.49,3.41,3.69,3.86,4.36,1.34,2.5100000000000002,2.1,2.85,1.1700000000000002,1.0299999999999998,1.8600000000000003,57.92046356201172,47.932193756103516,83.82632446289062
2010-09-05,2.72,0.52,0.19,0.15,0.14,1.49,3.49,3.79,3.83,4.32,1.35,2.58,2.2,2.97,1.2300000000000002,1.0699999999999998,1.6900000000000004,57.874332427978516,48.2467041015625,86.98767852783203
2010-09-12,2.81,0.58,0.18,0.1,0.14,1.59,3.58,3.88,3.83,4.35,1.4500000000000002,2.67,2.23,3.0,1.22,1.0699999999999998,1.5799999999999996,57.66990280151367,47.66261291503906,87.45051574707031
2010-09-19,2.75,0.48,0.21,0.12,0.16,1.46,3.6,3.9,3.82,4.37,1.3,2.59,2.27,3.12,1.29,1.15,1.6,57.81089401245117,49.2262077331543,88.71520233154297
2010-09-26,2.62,0.45,0.21,0.09,0.15,1.37,3.5,3.79,3.82,4.37,1.2200000000000002,2.47,2.17,3.05,1.25,1.17,1.81,57.994232177734375,50.02596664428711,90.5527572631836
2010-10-03,2.54,0.42,0.2,0.15,0.16,1.26,3.4,3.71,3.75,4.32,1.1,2.38,2.12,2.98,1.28,1.17,1.7900000000000005,58.22882843017578,50.86167526245117,90.38714599609375
2010-10-10,2.41,0.35,0.18,0.14,0.12,1.11,3.39,3.75,3.72,4.27,0.9900000000000001,2.29,2.06,3.04,1.3,1.3399999999999999,1.8599999999999994,58.553977966308594,51.49071502685547,91.90924835205078
2010-10-17,2.59,0.37,0.2,0.14,0.14,1.2,3.62,3.98,3.62,4.19,1.06,2.4499999999999997,2.2199999999999998,3.25,1.39,1.3900000000000001,1.6700000000000004,58.207603454589844,51.589561462402344,92.82408905029297
2010-10-24,2.59,0.35,0.19,0.13,0.13,1.17,3.59,3.94,3.64,4.21,1.04,2.46,2.2399999999999998,3.2399999999999998,1.42,1.35,1.6400000000000001,58.40557098388672,49.32504653930664,93.33670806884766
2010-10-31,2.63,0.34,0.2,0.14,0.12,1.17,3.64,3.99,3.66,4.23,1.0499999999999998,2.51,2.29,3.3000000000000003,1.46,1.3600000000000003,1.5400000000000005,58.46216583251953,51.49071502685547,93.44710540771484
2010-11-07,2.58,0.38,0.18,0.13,0.13,1.1,3.69,4.12,3.63,4.24,0.9700000000000001,2.45,2.2,3.31,1.48,1.54,1.7100000000000004,58.559932708740234,53.99785232543945,96.78311920166016
2010-11-14,2.76,0.51,0.19,0.11,0.13,1.35,3.88,4.26,3.57,4.17,1.2200000000000002,2.63,2.25,3.37,1.4099999999999997,1.5,1.7100000000000004,58.0140495300293,53.97988510131836,94.79570007324219
2010-11-21,2.88,0.52,0.21,0.12,0.14,1.54,3.91,4.25,3.76,4.39,1.4,2.7399999999999998,2.36,3.39,1.3399999999999999,1.37,1.4899999999999998,57.95738220214844,53.26997375488281,94.86669158935547
2010-11-28,2.87,0.51,0.2,0.16,0.16,1.53,3.88,4.21,3.77,4.4,1.37,2.71,2.3600000000000003,3.37,1.34,1.3399999999999999,1.4700000000000002,57.99992370605469,52.667903900146484,93.69157409667969
2010-12-05,3.03,0.49,0.18,0.14,0.14,1.64,4.01,4.32,3.81,4.46,1.5,2.8899999999999997,2.54,3.5199999999999996,1.39,1.2900000000000005,1.4500000000000002,57.7509880065918,56.35222625732422,96.91719055175781
2010-12-12,3.32,0.64,0.16,0.09,0.13,1.98,4.19,4.43,3.96,4.61,1.85,3.19,2.6799999999999997,3.5500000000000003,1.3399999999999999,1.1099999999999999,1.3800000000000003,57.089942932128906,55.4086799621582,98.17111206054688
2010-12-19,3.33,0.61,0.2,0.05,0.11,1.97,4.19,4.41,4.17,4.83,1.8599999999999999,3.22,2.72,3.5800000000000005,1.36,1.08,1.3599999999999999,57.175235748291016,54.31237030029297,98.5447006225586
2010-12-26,3.41,0.67,0.19,0.07,0.14,2.09,4.26,4.47,4.15,4.81,1.9499999999999997,3.27,2.74,3.59,1.3200000000000003,1.0599999999999996,1.3999999999999995,57.146827697753906,54.18121337890625,99.57534790039062
2011-01-02,3.3,0.61,0.13,0.07,0.12,2.01,4.13,4.34,4.2,4.86,1.8899999999999997,3.1799999999999997,2.69,3.52,1.29,1.04,1.4800000000000004,57.471160888671875,55.6106071472168,99.69425201416016
2011-01-09,3.34,0.6,0.17,0.13,0.14,1.96,4.25,4.48,4.13,4.77,1.8199999999999998,3.1999999999999997,2.7399999999999998,3.65,1.38,1.1400000000000006,1.3299999999999996,57.42100524902344,51.33147430419922,100.79624938964844
2011-01-16,3.35,0.59,0.16,0.14,0.15,1.95,4.27,4.53,4.08,4.71,1.8,3.2,2.7600000000000002,3.6799999999999997,1.4000000000000001,1.1800000000000002,1.37,57.5069580078125,49.64876937866211,102.50870513916016
2011-01-23,3.44,0.63,0.17,0.15,0.16,2.04,4.33,4.57,4.05,4.74,1.8800000000000001,3.28,2.81,3.7,1.4,1.1300000000000003,1.27,57.42100524902344,48.798377990722656,101.77137756347656
2011-01-30,3.36,0.54,0.17,0.13,0.15,1.92,4.26,4.53,4.09,4.8,1.77,3.21,2.82,3.7199999999999998,1.44,1.1700000000000004,1.38,57.60002517700195,49.03359603881836,101.25607299804688
2011-02-06,3.68,0.77,0.17,0.13,0.15,2.27,4.51,4.73,4.08,4.81,2.12,3.5300000000000002,2.91,3.7399999999999998,1.4100000000000001,1.0500000000000003,1.2299999999999995,56.95767593383789,50.761531829833984,103.97534942626953
2011-02-13,3.64,0.85,0.15,0.08,0.12,2.38,4.49,4.71,4.29,5.05,2.26,3.52,2.79,3.64,1.2600000000000002,1.0699999999999998,1.3499999999999996,56.93608474731445,50.417747497558594,105.52922058105469
2011-02-20,3.59,0.78,0.15,0.08,0.1,2.3,4.46,4.7,4.27,5.0,2.1999999999999997,3.4899999999999998,2.8099999999999996,3.6799999999999997,1.29,1.1100000000000003,1.42,57.18742370605469,53.35795211791992,106.655029296875
2011-02-27,3.42,0.72,0.15,0.12,0.13,2.16,4.26,4.51,4.22,4.95,2.0300000000000002,3.29,2.7,3.54,1.2599999999999998,1.0899999999999999,1.4900000000000002,57.61099624633789,53.330810546875,104.9108657836914
2011-03-06,3.49,0.68,0.15,0.11,0.12,2.17,4.34,4.6,4.15,4.87,2.05,3.37,2.81,3.6599999999999997,1.3200000000000003,1.1099999999999994,1.29,57.51146697998047,54.64259719848633,105.02189636230469
2011-03-13,3.4,0.64,0.13,0.04,0.08,2.06,4.29,4.54,4.15,4.88,1.98,3.32,2.76,3.65,1.3399999999999999,1.1400000000000001,1.5099999999999998,57.82820510864258,52.308528900146484,103.72962188720703
2011-03-20,3.28,0.61,0.15,0.06,0.07,1.96,4.17,4.43,3.97,4.76,1.89,3.21,2.67,3.56,1.3199999999999998,1.15,1.5099999999999998,58.101768493652344,51.25910186767578,101.72779083251953
2011-03-27,3.46,0.79,0.13,0.04,0.09,2.2,4.28,4.51,4.04,4.81,2.1100000000000003,3.37,2.67,3.49,1.2599999999999998,1.0499999999999998,1.3899999999999997,57.7202262878418,53.84648513793945,104.54650115966797
2011-04-03,3.46,0.8,0.11,0.03,0.07,2.24,4.27,4.48,4.09,4.86,2.1700000000000004,3.39,2.66,3.4699999999999998,1.2199999999999998,1.0200000000000005,1.3900000000000001,57.67578887939453,54.07265090942383,106.01953125
2011-04-10,3.59,0.83,0.09,0.02,0.04,2.31,4.41,4.63,4.1,4.87,2.27,3.55,2.76,3.58,1.2799999999999998,1.04,1.29,57.48086929321289,57.85420227050781,105.78862762451172
2011-04-17,3.43,0.71,0.12,0.04,0.07,2.14,4.25,4.47,4.13,4.91,2.0700000000000003,3.3600000000000003,2.72,3.54,1.29,1.0399999999999996,1.4000000000000004,57.95013427734375,55.58346176147461,105.1357192993164
2011-04-24,3.42,0.68,0.1,0.03,0.06,2.14,4.24,4.47,4.02,4.8,2.08,3.36,2.7399999999999998,3.56,1.2799999999999998,1.0499999999999998,1.38,58.0728874206543,56.6600341796875,106.52117156982422
2011-05-01,3.32,0.61,0.09,0.02,0.04,1.97,4.15,4.4,3.97,4.78,1.93,3.28,2.71,3.5400000000000005,1.3499999999999999,1.0800000000000005,1.4400000000000004,58.44826889038086,56.27101516723633,108.63119506835938
2011-05-08,3.19,0.57,0.09,0.02,0.02,1.87,4.03,4.29,3.89,4.71,1.85,3.17,2.62,3.4600000000000004,1.3199999999999998,1.1,1.5299999999999998,58.77626037597656,50.743431091308594,106.85562896728516
2011-05-15,3.18,0.57,0.09,0.01,0.03,1.86,4.03,4.32,3.82,4.63,1.83,3.1500000000000004,2.6100000000000003,3.4600000000000004,1.32,1.1400000000000001,1.4099999999999997,58.77626037597656,49.042640686035156,106.72819519042969
2011-05-22,3.15,0.55,0.1,0.03,0.05,1.82,4.0,4.3,3.8,4.61,1.77,3.1,2.5999999999999996,3.45,1.3299999999999998,1.15,1.4400000000000004,58.870323181152344,50.44488525390625,106.38578796386719
2011-05-29,3.07,0.48,0.1,0.04,0.05,1.71,3.94,4.24,3.78,4.6,1.66,3.02,2.59,3.46,1.3599999999999999,1.1700000000000004,1.5299999999999998,59.065792083740234,52.39899444580078,106.3061752319336
2011-06-05,2.99,0.42,0.11,0.04,0.04,1.6,3.9,4.22,3.74,4.55,1.56,2.95,2.5700000000000003,3.48,1.3900000000000001,1.2299999999999995,1.5099999999999998,59.286258697509766,51.10530471801758,103.84578704833984
2011-06-12,2.99,0.41,0.09,0.02,0.05,1.58,3.87,4.18,3.68,4.49,1.53,2.9400000000000004,2.58,3.46,1.4100000000000001,1.1899999999999995,1.4800000000000004,59.373382568359375,48.30984115600586,101.60037994384766
2011-06-19,2.94,0.38,0.1,0.02,0.04,1.53,3.86,4.19,3.67,4.5,1.49,2.9,2.56,3.48,1.41,1.2500000000000004,1.5699999999999998,59.40245056152344,47.01615905761719,101.66399383544922
2011-06-26,2.88,0.35,0.08,0.01,0.02,1.4,3.83,4.17,3.69,4.5,1.38,2.86,2.53,3.48,1.48,1.29,1.5699999999999998,59.562110900878906,47.568016052246094,101.4719467163086
2011-07-03,3.22,0.5,0.08,0.01,0.02,1.8,4.12,4.4,3.69,4.51,1.78,3.2,2.72,3.62,1.4200000000000002,1.1800000000000002,1.3299999999999996,58.942955017089844,48.617435455322266,107.16129302978516
2011-07-10,3.03,0.4,0.07,0.03,0.03,1.57,3.97,4.27,3.75,4.6,1.54,3.0,2.63,3.5700000000000003,1.4599999999999997,1.2399999999999998,1.4299999999999997,59.357879638671875,50.92436599731445,107.54541015625
2011-07-17,2.94,0.37,0.06,0.02,0.02,1.46,3.92,4.26,3.65,4.51,1.44,2.92,2.57,3.55,1.48,1.3199999999999998,1.5299999999999998,59.55437469482422,54.02741622924805,105.37689208984375
2011-07-24,2.99,0.4,0.06,0.05,0.05,1.53,3.93,4.26,3.66,4.52,1.48,2.9400000000000004,2.5900000000000003,3.5300000000000002,1.4600000000000002,1.2699999999999996,1.4899999999999998,59.56894302368164,54.96827697753906,107.6894302368164
2011-07-31,2.82,0.36,0.11,0.16,0.1,1.35,3.77,4.12,3.66,4.55,1.25,2.7199999999999998,2.46,3.41,1.4699999999999998,1.3000000000000003,1.5699999999999998,59.87462615966797,51.4671745300293,103.48845672607422
2011-08-07,2.58,0.28,0.08,0.01,0.01,1.23,3.49,3.82,3.54,4.39,1.22,2.5700000000000003,2.3,3.21,1.35,1.2399999999999998,1.9199999999999995,60.335166931152344,50.137298583984375,96.08668518066406
2011-08-14,2.24,0.2,0.1,0.01,0.02,0.96,3.24,3.72,3.5,4.32,0.94,2.22,2.04,3.04,1.2800000000000002,1.48,1.9800000000000004,60.91901779174805,53.57508087158203,94.51831817626953
2011-08-21,2.07,0.2,0.09,0.0,0.02,0.9,2.97,3.39,3.36,4.15,0.88,2.05,1.8699999999999999,2.77,1.17,1.3200000000000003,2.0700000000000003,61.298561096191406,55.420616149902344,90.13327026367188
2011-08-28,2.19,0.2,0.09,0.0,0.01,0.94,3.13,3.54,3.44,4.22,0.9299999999999999,2.18,1.99,2.9299999999999997,1.25,1.35,1.9899999999999998,60.867942810058594,56.524330139160156,94.39828491210938
2011-09-04,2.02,0.2,0.08,0.02,0.02,0.88,2.92,3.32,3.39,4.22,0.86,2.0,1.82,2.7199999999999998,1.1400000000000001,1.2999999999999998,2.07,61.294551849365234,58.72270584106445,94.3022689819336
2011-09-11,1.93,0.17,0.09,0.0,0.01,0.81,2.86,3.26,3.33,4.12,0.8,1.92,1.76,2.69,1.1199999999999999,1.3299999999999998,2.12,61.37501907348633,59.527870178222656,92.7579116821289
2011-09-18,2.08,0.18,0.09,0.01,0.01,0.94,2.96,3.34,3.3,4.09,0.9299999999999999,2.0700000000000003,1.9000000000000001,2.78,1.1400000000000001,1.2599999999999998,2.0,61.118934631347656,57.998958587646484,97.74200439453125
2011-09-25,1.84,0.23,0.08,0.0,0.01,0.89,2.59,2.89,3.29,4.09,0.88,1.83,1.61,2.36,0.9500000000000001,1.05,2.37,61.49944305419922,51.032928466796875,91.323486328125
