Date,NASDAQ,NASDAQ_Prediction,SP500,Technology,Discretionary
2021-01-31,-0.03487905655088985,-0.03611888826464604,-0.033456974232396464,-0.029360965968326047,-0.047560288595081324
2021-02-07,0.06010465776280971,0.04730504869262899,0.04766649674452794,0.04956190403395633,0.0630826329905223
2021-02-14,0.017260735206818367,0.016069622922379515,0.012715828034357113,0.024164955600231464,-0.011089925249049393
2021-02-21,-0.015679489219753595,-0.0140476039145931,-0.0066473819930630285,-0.018327474886988382,-0.004109798838711098
2021-02-28,-0.0491630199289147,-0.03538684404281956,-0.024792967091489038,-0.03939719158242627,-0.04993511422749597
2021-03-07,-0.02063311137210655,-0.005868412954235223,0.008597159936227339,-0.013313974551808716,-0.026869268432982207
2021-03-14,0.030936943367743996,0.02770101460837286,0.027187438588249346,0.019077142448080897,0.06344833376703884
2021-03-21,-0.007854445499139717,-0.010987972632731978,-0.00838512972500205,-0.013773566144205995,-0.0019189446084627582
2021-03-28,-0.005789510010267174,0.01826287115845276,0.016688910931026868,0.025848890783992218,-0.0007581323202711099
2021-04-04,0.02598271451145595,0.01995114089060664,0.01169238749093715,0.021180530266219133,0.020233760145303537
2021-04-11,0.031162955433544193,0.03971715473346339,0.027158573749075376,0.04642770635241211,0.03872042337651016
2021-04-18,0.010945851053777211,0.014135280559314144,0.014022335386983054,0.010792045574902431,0.02210457283527134
2021-04-25,-0.002528424008568453,-0.006911384845094282,-0.001246327689940152,-0.004187205731309818,-0.011397092141116394
2021-05-02,-0.003861783420896825,-0.009017024659959934,0.0013438331802066994,-0.021022970321083356,0.00618610069947767
2021-05-09,-0.015071566335034814,-0.0006351276944892013,0.011550379735041139,-0.004796103772715887,-0.007265732896793553
2021-05-16,-0.0234332559737781,-0.020108158252634442,-0.013124331133197331,-0.02193751111492137,-0.03873425958400689
2021-05-23,0.003053598307192207,-0.002000474298584257,-0.0039366824667815825,0.001544218546459586,-0.012826619841289078
2021-05-30,0.02061838032450236,0.01923664588073635,0.012290942999285903,0.016227169635156358,0.02545230232073159
2021-06-06,0.004782256328882406,0.007394222670307033,0.0060947479842707875,0.011705453618229278,-0.010472164895623082
2021-06-13,0.018453788969038598,0.010751408984071389,0.004046243422082041,0.013926476162577917,0.012746271862439817
2021-06-20,-0.0027748151152842127,-0.00913384360195133,-0.018930835264588275,0.0008452426658593915,-0.00606195990302083
2021-06-27,0.023521085557296262,0.030818077794023967,0.028174143835668408,0.023972266338900594,0.035048524463149544
2021-07-04,0.019424293944409143,0.027748448963299314,0.016666386466385408,0.03188053592555873,0.018040870769835626
2021-07-11,0.004275458194874959,0.009699322895982552,0.004149914783068809,0.008941798557944969,0.007452666509341732
2021-07-18,-0.018683252864906685,-0.012010410587293751,-0.009597564343038378,-0.005952435370616627,-0.024549222665765424
2021-07-25,0.028401135168159897,0.027700079674592832,0.01993780234716902,0.02807701925998196,0.02954879174047287
2021-08-01,-0.011074385322052627,-0.011251876652796144,-0.0032504421370675995,-0.007248137280986611,-0.015496265541898535
2021-08-08,0.01111453951141117,0.00748261640221207,0.009076168669162277,0.009517596700015618,0.003214492839368921
2021-08-15,-0.0008667823692990462,0.003363289010274229,0.007751654724027723,0.0008395636996767486,0.0030385830095138733
2021-08-22,-0.007302230435513035,-0.0030548945844995757,-0.00574106858666279,0.0048389492120775035,-0.021700714409508826
2021-08-29,0.028192281666375996,0.01783158930728467,0.015540504921137455,0.014511463388899637,0.023758410473289304
2021-09-05,0.015467763723189698,0.008905807304921758,0.006285442728798163,0.00860754018672294,0.009239165261667015
2021-09-12,-0.016144041498466488,-0.018947242382175943,-0.01686236743134184,-0.01713102857318849,-0.0033784997719343846
2021-09-19,-0.004731603587017741,-0.0039534340697897595,-0.00589506243677318,-0.007342172736951702,0.006615667502985145
2021-09-26,0.00024797103542506527,0.00888499667007369,0.0056864998693955116,0.00968386028613355,0.005793224015421261
2021-10-03,-0.031965017494821946,-0.028742705800665496,-0.021783869727949545,-0.032799456641914415,-0.022174200846285963
2021-10-10,0.000881451775476938,0.006184677301465602,0.008336495527856647,0.0025731398771315916,0.010121713521548115
2021-10-17,0.021797656430589063,0.02790414251284892,0.018293530492404342,0.025993585037835887,0.03493388732133185
2021-10-24,0.012945959049421418,0.01802440307549393,0.016260316976739464,0.016034939034892393,0.019787322411771058
2021-10-31,0.027049969373620142,0.019303866723932975,0.013528489963921864,0.019695684574640104,0.043579942806077465
2021-11-07,0.030532216962309233,0.0328363116276345,0.020206730660905947,0.034358743898772914,0.050260841408793056
2021-11-14,-0.006926666906350021,-0.004119568790415511,-0.0026893212850169768,0.0013768101081264028,-0.03535917590617077
2021-11-21,0.012387678251120526,0.018832052048309462,0.003467013146532638,0.023907637299887874,0.03744045052337852
2021-11-28,-0.03523477330742375,-0.02905516619247905,-0.021156259911949915,-0.031054770721613223,-0.03476485959403797
2021-12-05,-0.026219941929440327,-0.01128936964886377,-0.012092356587812714,-0.005180898515588117,-0.021659235030243695
2021-12-12,0.03613608940877966,0.04377577941851563,0.038198481872496526,0.05904423519784019,0.02674680397366269
2021-12-19,-0.029488307127933044,-0.024629479423447776,-0.01965903302565941,-0.04002731694204509,-0.04731943524797366
2021-12-26,0.03188534231781226,0.029946193883525277,0.02333271071459797,0.032089328729573374,0.042010756097775825
2022-01-02,-0.0005366506101952551,0.005744339825291522,0.00926471123321182,0.005377425087175647,0.006151881888253108
2022-01-09,-0.04532251249637265,-0.025318358394553802,-0.018675308404326296,-0.04566625232588295,-0.024261466644843743
2022-01-16,-0.024072299088678806,-0.007310591818499449,-0.0029392348737807827,-0.0010244875370648554,-0.019549970885059276
2022-01-23,-0.0013511111016791255,-0.04662500562667264,-0.05754008169641078,-0.0689550965513629,-0.013848626733582337
2022-01-30,0.011949034575308493,0.017605153104605246,0.009064374796851737,0.023780086715519344,0.011257268022789702
2022-02-06,0.02377820567299027,0.01621375673720995,0.01527322084861149,0.010126645507661847,0.03537331438746927
2022-02-13,-0.02176614856291359,-0.026215544611509774,-0.018364296926537738,-0.029511155790900134,-0.021258134089885083
2022-02-20,-0.01762580141902026,-0.016174974248371443,-0.014144147448333477,-0.01581761985279695,-0.002659460714132922
2022-02-27,0.010817024218739535,0.004613261230404845,0.008106231344679804,0.012529656494776109,-0.021166634466703305
2022-03-06,-0.027834265152167248,-0.025823400657036547,-0.012747001300761007,-0.029802584384510555,-0.02605138472941837
2022-03-13,-0.03155460434212598,-0.03199463140435309,-0.027998153700927286,-0.03389961603217062,-0.027244909468247036
2022-03-20,-0.007724446855890799,0.007409185292248299,0.06149183050583207,-0.007899005032571293,-0.009376164564704303
2022-03-27,0.01316654472352996,0.013777396024338391,0.01837950973585234,0.01185773141758284,0.009942314338481584
2022-04-03,0.006507039626756805,0.0037773851204407024,0.0005080291729715469,0.00151682522047758,0.010198523599296072
2022-04-10,-0.038600427724993835,-0.01243248446815632,-0.011812162753912281,-0.0381799072430834,-0.031042522247356374
2022-04-17,-0.026250450140398174,-0.02355138313811073,-0.021851421995030207,-0.03785843837742253,-0.006017469784852403
2022-04-24,-0.038333231174385585,-0.024131680597942386,-0.026839336040785255,-0.024277130896979138,-0.010239612495649475
2022-05-01,-0.03930516322083555,-0.027460281050690146,-0.032954673322663885,-0.011601923232422706,-0.021750811176313556
2022-05-08,-0.015402111257588724,-0.007718487707794962,-0.0016019518590331128,-0.006010390062606175,-0.03295175653836141
2022-05-15,-0.027967860103125353,-0.029909788028243397,-0.023386964067198757,-0.03350658115735139,-0.03295175653836141
2022-05-22,-0.038151620738034686,-0.036517909506548145,-0.03009557434399257,-0.034418464895709155,-0.036863645930542255
2022-05-29,0.06838711974604905,0.008630171798263286,0.0657803964991035,-0.022860920843484234,-0.004942700814360768
2022-06-05,-0.009759965906411483,-0.019698634799839812,-0.011366421221600365,-0.03698379852127537,-0.030347194031454472
2022-06-12,-0.05599983611136494,-0.05246236905882853,-0.05051877936142468,-0.06357610398964919,-0.055751687248548176
2022-06-19,-0.051883030442848366,-0.04928133668836753,-0.05736176951262073,-0.05646570123449535,-0.05684380752208951
2022-06-26,-0.044549299898854866,0.01329437807104047,0.06620017029680536,-0.047307901575286415,-0.05271118667609498
2022-07-03,0.0021351613001234226,-0.007903523792733218,-0.022661948442226576,-0.001203390633407575,-0.001030511309458193
2022-07-10,0.04560269762362479,0.03275101556097191,0.01948900526865538,0.04285372340441618,0.045425422937642734
2022-07-17,-0.01571850300435007,-0.009751720233342637,-0.009107989949969308,-0.0036877161622705934,-0.01045298184878296
2022-07-24,0.033328364860115034,0.03851104707032322,0.0258613677673738,0.03656140282273945,0.0684203744983305
2022-07-31,0.04703184790325299,0.049514461190949134,0.04277503386442216,0.05101296131500721,0.05221321256518041
2022-08-07,0.02153708677610222,0.013631490971156323,0.003592439037169992,0.019414779148367867,0.00908921157839826
2022-08-14,0.030783258293457738,0.02903705482167414,0.03296492846129229,0.024418524839000977,0.03408185211786341
2022-08-21,-0.026210294466683215,-0.015322737224629429,-0.01161314235581723,-0.016599195460206495,-0.014007282807529609
2022-08-28,-0.044352618667970245,-0.048571018216821374,-0.03986846852009818,-0.05556672618363434,-0.04685734017964627
2022-09-04,-0.042073942716348345,-0.042022585141564865,-0.0322468130258774,-0.05025743134338123,-0.026239896234795834
2022-09-11,0.041394119110485406,0.03893269255198986,0.03661023746822023,0.032743550947575084,0.05781717094843075
2022-09-18,-0.054812765132320806,-0.03859290596280846,-0.047850945993240246,-0.06188038011718566,0.009027731000814665
2022-09-25,-0.05070321471289063,-0.0355753528715463,-0.045673808547745054,-0.03624029421044894,-0.033437789884141866
2022-10-02,-0.026896527555630656,-0.03459590713673819,-0.029270330391368615,-0.040084058557814495,-0.0198748862545704
2022-10-09,0.007260120218644861,0.01217408218311843,0.015706380672827258,0.016753588400360675,-0.01263590168765849
2022-10-16,-0.03107381717258928,-0.02240769244861345,-0.014223056321085892,-0.0328722823081955,-0.03825102377170897
2022-10-23,0.05215674404914017,0.0513487481207281,0.04658446116500459,0.06455470310195821,0.05270936940634252
2022-10-30,0.022351448735485224,0.03852045474478498,0.03935440770571197,0.04214245460193444,0.01797766471894513
2022-11-06,-0.017070301702129198,-0.03384288861570536,-0.032568949680612636,-0.01207428121724069,-0.051462549130893764
2022-11-13,-0.03607369278052264,0.003838147172689835,0.058881387663345164,-0.037088810572386444,0.05519991285330916
2022-11-20,-0.0042254617904528,-0.0036930501669311363,-0.006223228560253702,0.0017725058344542632,-0.028258144686025166
2022-11-27,0.007204409840396053,0.01353482932231662,0.01590781849916545,0.011431615777265591,0.011632064424479838
2022-12-04,0.020945314516362723,0.015594089591452993,0.011383792517916769,0.013173779989442247,0.023347041031556603
2022-12-11,-0.039862136963966344,-0.03802413817513162,-0.03349635774165027,-0.03287538906642451,-0.044738292452191075
2022-12-18,-0.027189485666132218,-0.026750287474161413,-0.02097749407674787,-0.0262011291762404,-0.03958971401987632
2022-12-25,-0.019387375323151823,-0.01082016104164577,-0.0009392744770532202,-0.01978526525684199,-0.030806521831751033
2023-01-01,-0.0029891693889630977,-0.002194728592951029,-0.0012536504579694352,-0.0012841344578928826,-0.002085895182463715
