Date;SP500_Prediction;SP500
19/06/2022;0.0017339777759645563;0.0017339777759645563
26/06/2022;0.0038887551412242296;0.0038887551412242296
03/07/2022;0.0009880579718619434;0.0009880579718619434
10/07/2022;0.0013871203750104053;0.0013871203750104053
17/07/2022;0.001845916247887766;0.001845916247887766
24/07/2022;0.004945312740370979;0.004945312740370979
31/07/2022;0.004393360803328363;0.004393360803328363
07/08/2022;0.0031824477405503894;0.0031824477405503894
14/08/2022;0.0029676908859593717;0.0029676908859593717
21/08/2022;0.00304460941792104;0.00304460941792104
28/08/2022;0.004127583529958147;0.004127583529958147
04/09/2022;0.0038095247226332574;0.0038095247226332574
11/09/2022;0.0043399650781588694;0.0043399650781588694
18/09/2022;0.0038314064805264037;0.0038314064805264037
25/09/2022;0.0041083949878108405;0.0041083949878108405
02/10/2022;0.0027670229341005535;0.0027670229341005535
09/10/2022;0.0029678881276592895;0.0029678881276592895
16/10/2022;0.0033195753926228235;0.0033195753926228235
23/10/2022;0.0044472702032867005;0.0044472702032867005
30/10/2022;0.004608346811648953;0.004608346811648953
06/11/2022;0.004681372081604946;0.004681372081604946
13/11/2022;0.005590231939103662;0.005590231939103662
20/11/2022;0.004215157034319054;0.004215157034319054
27/11/2022;0.00338427957349287;0.00338427957349287
04/12/2022;0.005390039476447542;0.005390039476447542
11/12/2022;0.002840039970218046;0.002840039970218046
18/12/2022;0.0016592710625111466;0.0016592710625111466
25/12/2022;0.004582671346009263;0.004582671346009263
01/01/2023;0.004440181438179353;0.004440181438179353
